Clave Municipio,OC Identificada,Colonias
16091,Cártel de Los Reyes,""
16091,Cártel de Tepalcatepec,""
16091,Cárteles Unidos,Tacátzcuaro; San Juanico
16091,La Nueva Empresa,""
16091,Los Viagra,""
16092,Cártel Jalisco Nueva Generación,""
16092,Cártel de Tepalcatepec,""
16092,Guardia Michoacana,""
16092,La Nueva Empresa,""
16092,Los Blancos de Troya,""
16092,Los Viagra,""
16092,Señor del Valle,""
16093,Cártel Jalisco Nueva Generación,El Moral
16093,La Nueva Empresa,""
16094,Cártel Jalisco Nueva Generación,""
16095,Cártel Jalisco Nueva Generación,Tocumbo
16095,Cártel de Los Reyes,""
16095,Cártel de Tepalcatepec,""
16095,Cárteles Unidos,""
16095,Los Viagra,""
16096,Autodefensas Guardia por la Paz,""
16096,Cártel Jalisco Nueva Generación,Palo Dulce
16096,Cártel Zicuirán Nueva Generación,""
16096,Guardia Michoacana,""
16096,Los Caballeros Templarios,El Falsete
16096,Los Coroneles,""
16096,Los Pulido,""
16096,Los Tena,""
16096,Los Viagra,Palo Dulce
16096,Migueladas,El Falsete
16097,Cártel Jalisco Nueva Generación,""
16097,Cártel de Tepalcatepec,""
16097,Guardia Michoacana,""
16097,La Nueva Empresa,""
16097,Los Blancos de Troya,""
16097,Los Viagra,""
16098,La Nueva Empresa,""
16099,Cártel Jalisco Nueva Generación,""
16099,Cártel de Tepalcatepec,""
16099,Guardia Michoacana,""
16099,La Nueva Empresa,""
16099,La Nueva Familia Michoacana,""
16099,Los Blancos de Troya,""
16099,Los Viagra,""
16099,Señor del Valle,""
16100,Cártel Jalisco Nueva Generación,""
16100,Los Viagra,""
16101,La Nueva Empresa,""
16102,Autodefensas Guardia por la Paz,Chimilpa (El Zapote); Betania
16102,Cártel Jalisco Nueva Generación,La Magdalena; Matanguarán (San José del Valle); Tejerías; 28 de Octubre; Toreo el Alto; Zumpimito
16102,Cártel Michoacán Nueva Generación,""
16102,Cártel de Tepalcatepec,""
16102,Cártel de Zicuirán,""
16102,Cárteles Unidos,""
16102,Guardia Michoacana,""
16102,La Nueva Empresa,La Magdalena; Zumpimito
16102,Los Blancos de Troya,""
16102,Los Caballeros Templarios,""
16102,Los Viagra,La Magdalena; Tejerías; Zumpimito; Matanguarán (San José del Valle)
16103,Cártel Jalisco Nueva Generación,""
16103,Cárteles Unidos,""
16103,Los Viagra,""
16104,Cártel Jalisco Nueva Generación,""
16105,Cártel Jalisco Nueva Generación,""
16105,Cárteles Unidos,""
16105,Don Luis,""
16105,La Luz del Mundo,""
16106,Cártel Jalisco Nueva Generación,El Tequesquite
16106,Cártel de Tepalcatepec,""
16106,Cárteles Unidos,""
16106,Los Viagra,""
16107,Cártel Jalisco Nueva Generación,""
16108,Autodefensas Guardia por la Paz,""
16108,Cártel Jalisco Nueva Generación,Valencia 1a. Sección; El Vergel
16108,Cártel de Los Reyes,""
16108,Cártel de Tepalcatepec,""
16108,Cárteles Unidos,""
16108,La Nueva Empresa,""
16108,Los Justicieros,""
16108,Los Metro,""
16108,Los Viagra,""
16109,Cártel Jalisco Nueva Generación,""
16110,Autodefensas Guardia por la Paz,""
16110,Cártel Jalisco Nueva Generación,José María Morelos (La Yegüería); Santa Cruz
16110,Grupo X,""
16110,Grupo X-CJNG,José María Morelos (La Yegüería)
16110,La Nueva Familia Michoacana,""
16110,Los Correa,""
16110,Los Viagra,""
16111,Cártel Jalisco Nueva Generación,San Ángel Zurumucapio; San Andrés Coru
16111,Guardia Michoacana,""
16111,Los Viagra,San Ángel Zurumucapio
16112,Cártel Jalisco Nueva Generación,Rincón de Curungueo (Segunada Manz. de Curungueo); Valle Verde; Zitacuaro Centro; Lomas de Oriente
16112,Cártel Zicuirán Nueva Generación,""
16112,Cárteles Unidos,""
16112,Fuerzas Especiales Mencho,Pueblo Nuevo; La Fundición (Quinta Manzana)
16112,Guardia Michoacana,Puentecillas (Tercera Manzana de Donaciano Ojeda)
16112,La Nueva Empresa,""
16112,La Nueva Familia Michoacana,Rincón de Curungueo (Segunada Manz. de Curungueo); Zitacuaro Centro; Lomas de Oriente
16112,Los Caballeros Templarios,""
16112,Los Correa,Donaciano Ojeda (San Francisco)
17000,Banda Roba Niños,""
17000,Banda del Galleta,""
17000,Banda del Salsas,""
17000,Cartel Independiente de Don Mario,""
17000,Cártel Jalisco Nueva Generación,""
17000,Cártel de Caborca,""
17000,Cártel de Los Beltrán Leyva,""
17000,Cártel de Sinaloa,""
17000,Cártel de Sinaloa (Los Guzmán),""
17000,Cártel del Noreste,""
17000,Cártel del Sur,""
17000,Cárteles Unidos,""
17000,El Flaco,""
17000,El Tren de Aragua,""
17000,Fuerza Anti-Unión Tepito,""
17000,Grupo Independiente de Don Emma,""
17000,Guerreros Unidos,""
17000,La Familia Michoacana,""
17000,La Unión Tepito,""
17000,Los Aparicio,""
17000,Los Bangladesh,""
17000,Los Cuinis,""
17000,Los Guerrero,""
17000,Los Güeros,""
17000,Los Malportados,""
17000,Los Pelones,""
17000,Los Rojos,""
17000,Los de Siempre,""
17001,La Nueva Empresa,""
17001,La Nueva Familia Michoacana,""
17001,Los Cahuira,Cajones
17001,Los Colombianos,""
17001,Los Rojos,""
17001,Los de Siempre,""
17001,Sangre Brava Morelense,""
17002,Cártel de Sinaloa,Santa Bárbara
17003,Comando Tlahuica,""
17003,Cártel Jalisco Nueva Generación,""
17003,Cártel del Sur,""
17003,Guerreros Unidos,""
17003,Los Rojos,""
17004,Comando Tlahuica,""
17004,Cártel Jalisco Nueva Generación,""
17004,Cártel del Noreste,""
17004,Cártel del Sur,""
17004,Guerreros Unidos,Tenextepango
17004,Los Acapulco,""
17004,Los Colombianos,""
17005,Cártel Jalisco Nueva Generación,Michapa
17005,Cártel del Noreste,""
17005,La Nueva Empresa,Cuauhtémoc
17005,La Nueva Familia Michoacana,""
17005,Los de Siempre,""
17006,Banda Exprés,""
17006,Comando Tlahuica,""
17006,Cártel Jalisco Nueva Generación,Santa Rosa; Centro
17006,Cártel de Cuautla,""
17006,Cártel de Sinaloa,""
17006,Cártel de Tláhuac,""
17006,Cártel del Noreste,Narciso Mendoza
17006,Cártel del Sur,""
17006,Gente Nueva,Narciso Mendoza
17006,Guerreros Unidos,Hermenegildo Galeana
17006,La Unión Tepito,Eusebio Jauregui
17006,Los Acapulco,Santa Cruz
17006,Los Colombianos,""
17006,Los Tepiteños,""
17007,Banda del Enjambre,Empleado
17007,Banda del Seven,""
17007,Comando Tlahuica,""
17007,Cártel Jalisco Nueva Generación,""
17007,Cártel de Cuautla,Flores Magón 1a Fracción
17007,Guerreros Unidos,""
17007,La Bandera,Delicias
17007,La Nueva Empresa,""
17007,La Nueva Familia Michoacana,Cerritos; La Carolina; Milpillas; Prados de Cuernavaca; Altavista; Patios de la Estación
17007,La Oficina,""
17007,Los Colombianos,Acapatzingo; Altavista; Antonio Barona Centro; Cuernavaca Centro; Tabachines; Loma Bonita
17007,Los Linos,""
17007,Los Roques,Chamilpa
17007,Los Rusos,""
17007,Los de Siempre,Altavista; Antonio Barona Centro; Delicias; La Carolina; Lienzo El Charro; Milpillas; Palmira Tinguindin; Chamilpa; Chapultepec
17008,Cártel Jalisco Nueva Generación,""
17008,Cárteles Unidos,3 de Mayo
17008,La Nueva Empresa,""
17008,La Nueva Familia Michoacana,""
17008,Los Colombianos,""
17008,Los Linos,""
17008,Los de Siempre,""
17008,Unión Morelense,3 de Mayo
17009,Cártel Jalisco Nueva Generación,""
17009,Familia de Los Arismendi,""
17009,Familia de Los Rodríguez,""
17009,La Familia Vara Dávila,Tres Marías
17009,La Nueva Familia Michoacana,Tres Marías
17009,La Oficina,""
17009,Los Chuchas,Tres Marías; Huitzilac
17009,Los Linos,""
17009,Los Netos,Tres Marías
17009,Los Panales,Tres Marías
17009,Los Purinas,""
17009,Los Roques,Barrio San Jóse; Chamilpa
17009,Los Varadávilas,Tres Marías
17009,Los de Siempre,Real Monte Casino; Tres Marías; Huitzilac
17010,Comando Tlahuica,""
17010,Cártel del Sur,""
17010,Guerreros Unidos,""
17010,Los Aparicio,""
17011,Banda del Enjambre,""
17011,Cártel Jalisco Nueva Generación,""
17011,Cártel del Sur,Lomas de Texcal
17011,La Nueva Empresa,""
17011,La Nueva Familia Michoacana,Otilio Montaño
17011,La Unión Tepito,""
17011,Los Chuchas,José G Parres
17011,Los Colombianos,Atlacomulco; Tejalpa
17011,Los Linos,Tejalpa
17011,Los de Siempre,Tejalpa
17012,Cártel de Sinaloa,El Zapatito
17012,Cártel del Noreste,Tequesquitengo
17012,Guerreros Unidos,""
17012,La Nueva Empresa,""
17012,La Nueva Familia Michoacana,Tlatenchi
17012,Los Colombianos,""
17012,Los Rojos,""
17012,Los de Siempre,""
17013,Comando Tlahuica,""
17013,Cártel del Sur,""
17013,Guerreros Unidos,""
17013,Los Aparicio,""
17014,Cártel Jalisco Nueva Generación,""
17014,La Nueva Empresa,""
17014,Los Colombianos,""
17014,Los de Siempre,""
17015,Cansino,Emiliano Zapata
17015,Cártel Jalisco Nueva Generación,""
17015,La Nueva Empresa,Coatetelco
17015,Los Colombianos,Emiliano Zapata
17015,Los Rojos,""
17015,Los de Siempre,Coatetelco
17015,Unión Morelense,""
17016,Comando Tlahuica,""
17016,Cártel del Sur,""
17016,Guerreros Unidos,""
17016,Los Aparicio,""
17017,Cártel Jalisco Nueva Generación,""
17017,Cártel de Sinaloa,""
17017,Cártel del Noreste,Cuauhtémoc
17017,Gente Nueva,""
17017,La Nueva Empresa,""
17017,La Nueva Familia Michoacana,Cuauhtémoc
17017,Los Cahuira,Emiliano Zapata
17017,Los Colombianos,Tilzapotla
17017,Los Rojos,""
17017,Los de Siempre,""
17018,Banda del Seven,""
17018,Cártel Jalisco Nueva Generación,""
17018,Cártel de Sinaloa,""
17018,Cártel de Sinaloa (Los Zambada),Lomas de Cuernavaca
17018,Cártel del Noreste,""
17018,Guerreros Unidos,Lomas de Guadalupe; Acatlipa Centro
17018,La Nueva Familia Michoacana,Burgos
17018,Los Colombianos,Lomas de Guadalupe
17018,Los de Siempre,""
17018,Unión Morelense,Acatlipa Centro
17019,Comando Tlahuica,""
17019,Cártel del Sur,""
17019,Guerreros Unidos,""
17020,Banda del Enjambre,""
17020,La Nueva Familia Michoacana,Tetenco
17020,Los Linos,""
17021,Cártel Jalisco Nueva Generación,""
17021,Federación Morelense,El Cerrito (Cerrito de las Cruces); Centro
17021,La Nueva Empresa,""
17021,La Nueva Familia Michoacana,El Cerrito (Cerrito de las Cruces); Centro
17021,Los Colombianos,""
17021,Los de Siempre,""
17022,Los Aparicio,""
17024,Cártel de Sinaloa,""
17024,La Nueva Empresa,""
17024,La Nueva Familia Michoacana,""
17024,Los Linos,""
17024,Los de Siempre,""
17025,Cártel de Sinaloa,""
17025,Federación Morelense,Miguel Hidalgo
17025,La Nueva Empresa,""
17025,Los Colombianos,Miguel Hidalgo
17025,Los Rojos,""
17025,Los de Siempre,""
17025,Trébol,Miguel Hidalgo
17025,Unión Morelense,""
17026,Banda del Capi Solano,""
17026,Cártel de Sinaloa,""
17026,La Unión Tepito,""
17026,Los Linos,""
17027,Cártel de Sinaloa,""
17027,La Empresa,""
17028,Cártel Jalisco Nueva Generación,Atlacholoaya
17028,Guerreros Unidos,Alpuyeca
17028,Los Colombianos,""
17028,Los Rojos,Atlacholoaya
17028,Unión Morelense,""
17029,Comando Tlahuica,""
17029,Cártel Jalisco Nueva Generación,""
17029,Cártel del Noreste,""
17029,Cártel del Sur,""
17029,Guerreros Unidos,Oaxtepec Centro
17029,La Nueva Empresa,""
17029,La Nueva Familia Michoacana,""
17029,La Unión Tepito,Oaxtepec Centro
17029,Los Acapulco,""
17029,Los Linos,Granjas Agrícolas
17029,Los de Siempre,""
17029,Spetsnaz,Lucio Blanco; Cocoyoc
17030,Banda del Gaspar,Texcala
17030,Comando Tlahuica,""
17030,Cártel del Noreste,""
17030,Cártel del Sur,""
17030,Guerreros Unidos,""
17030,Los Acapulco,""
17031,Cártel de Sinaloa,""
17031,Cártel del Noreste,""
17031,Guerreros Unidos,""
17031,La Nueva Empresa,""
17031,Los Rojos,""
17031,Los Tlacos,""
17031,Los de Siempre,""
17032,Guerreros Unidos,""
17032,Los Aparicio,""
17033,Los Aparicio,Huazulco; Amilcingo
17035,La Nueva Empresa,""
17035,Los de Siempre,""
18000,Banda de la Riviera Maya,""
18000,Banda del Costeño,""
18000,Cártel Jalisco Nueva Generación,""
18000,Cártel Michoacán Nueva Generación,""
18000,Cártel de Caborca,""
18000,Cártel de Los Beltrán Leyva,""
18000,Cártel de Sinaloa,""
18000,Cártel de Sinaloa (Los Guzmán),""
18000,Cártel del Golfo,""
18000,El Tren de Aragua,""
18000,Gpo. Flechas Operativa M.Z.,""
18000,La Mafia Filipina,""
18000,La Nueva Familia Michoacana,""
18000,Los Colombianos,""
18000,Los Coroneles,""
18000,Los Cuinis,""
18000,Los Mazatlecos,""
18000,Los Zetas Vieja Escuela,""
18000,Operativa MZ,""
18000,Organización criminal de la familia Meza Flores,""
18001,Cártel Jalisco Nueva Generación,""
18002,Cártel Jalisco Nueva Generación,Estación Valle Verde; Uzeta; Heriberto Jara
18002,Cártel de Sinaloa (Los Zambada),Heriberto Jara
18003,Cártel Jalisco Nueva Generación,""
18004,Cártel Jalisco Nueva Generación,La Peñita de Jaltemba Centro; Rincón de Guayabitos
18004,Cártel de Los Arellano Félix,""
18005,Cártel Jalisco Nueva Generación,El Riíto (El Riyito); Quiviquinta; San Andrés Milpillas; Santa María de Picachos; El Duraznito
18005,Cártel de Sinaloa (Los Zambada),El Riíto (El Riyito); Quiviquinta; San Andrés Milpillas; Santa María de Picachos; El Duraznito
18006,Cártel Jalisco Nueva Generación,""
18007,Cártel Jalisco Nueva Generación,""
18008,Cártel Jalisco Nueva Generación,""
18008,Hermanos Bonques,""
18011,Cártel Jalisco Nueva Generación,""
18012,Cártel Jalisco Nueva Generación,Mirador de las Garzas
18012,Cártel de Sinaloa (Los Guzmán),Boca del Asadero
18012,Organización criminal de la familia Meza Flores,""
18013,Cártel Jalisco Nueva Generación,""
18015,Cártel Jalisco Nueva Generación,Emiliano Zapata; Villa Hidalgo Centro; Crucero de Villa Hidalgo
18016,Cártel Jalisco Nueva Generación,""
18017,Cártel Jalisco Nueva Generación,""
18017,Cártel de Los Arellano Félix,""
18017,Cártel de Sinaloa,San Cayetano
18017,Cártel de Sinaloa (Los Guzmán),""
18018,Cártel Jalisco Nueva Generación,""
18020,Banda de la Riviera Maya,Sayulita
18020,Cártel Jalisco Nueva Generación,""
18020,Cártel de Los Arellano Félix,""
18020,Cártel de Los Beltrán Leyva,""
19000,Banda de la Explorer,""
19000,Cártel Independiente de Nuevo Léon,""
19000,Cártel Jalisco Nueva Generación,""
19000,Cártel de Los Beltrán Leyva,""
19000,Cártel de Sinaloa,""
19000,Cártel de Sinaloa (Los Zambada),""
19000,Cártel de los Alemanes,""
19000,Cártel del Noreste,""
19000,La Barredora,""
19000,Las Panteras,""
19000,Los Chuckys,""
19000,Los Ciclones,""
19000,Los Cuinis,""
19000,Los Mandilones,""
19000,Los Metros,""
19000,Los Mexicles,""
19000,Los Primos,""
19000,Los Rojos,""
19000,Los Talibanes,""
19000,Los Zetas Vieja Escuela,""
19000,Organización criminal de la familia Meza Flores,""
19000,Tropa del Infierno,""
19001,Cártel Independiente de Nuevo Léon,""
19003,Cártel del Noreste,""
19003,Los Metros,""
19004,Banda de Los Gota a Gota,""
19004,Cártel del Golfo,Valle de los Álamos
19004,Cártel del Noreste,""
19005,Cártel del Noreste,""
19006,Banda de la Explorer,""
19006,Cártel de Sinaloa,Bosques de San Miguel
19006,Cártel del Noreste,Bosques de San Miguel
19006,El Meka,""
19006,La Oficina,""
19006,Los Escorpiones,""
19006,Los Rodos,Bosques de San Miguel
19008,Cártel del Noreste,""
19009,Cártel del Noreste,""
19009,Los Arzate,""
19009,Los Escorpiones,""
19009,Los Metros,""
19009,Los Zetas Vieja Escuela,""
19010,Cártel Independiente de Nuevo Léon,""
19010,Cártel del Noreste,Villas del Jaral
19012,Cártel del Noreste,""
19013,Cártel del Noreste,""
19014,Los Metros,Los Medina
19015,Cártel del Golfo,""
19015,Cártel del Noreste,""
19015,Los Metros,""
19015,Tropa del Infierno,""
19016,Cártel de Sinaloa,La Venadera O San Antonio
19018,Cártel de Sinaloa,Cumbres Elite Premier
19018,Cártel de Sinaloa (Los Guzmán),""
19018,Cártel del Noreste,""
19018,Los Rodos,""
19019,Banda de los Rólex,Carrizalejo
19019,Cártel de Los Beltrán Leyva,""
19019,Cártel de Sinaloa,Del Valle
19019,Cártel de Sinaloa (Los Guzmán),Las Amapas
19019,Cártel del Noreste,Centro
19019,La Oficina,""
19020,Cártel del Golfo,""
19020,Cártel del Noreste,""
19021,Banda de El Ocra,""
19021,Cártel de Sinaloa,""
19021,Cártel del Noreste,""
19022,Cártel del Noreste,""
19023,Cártel del Noreste,""
19026,Banda de la Explorer,Villa Española
19026,Cártel Independiente de Nuevo Léon,Vivienda Popular
19026,Cártel del Noreste,Unidad Piloto
19029,Cártel del Noreste,""
19030,Cártel del Golfo,Ejido La Purísima
19031,Banda de La Dueña,""
19031,Cártel Independiente de Nuevo Léon,""
19031,Cártel de Sinaloa,Valle Sante Isabel
19031,Cártel del Golfo,Monte Alto
19031,Cártel del Noreste,Valle Sante Isabel
19031,Los Metros,""
19031,Los Rodos,Valle Sante Isabel
19031,Los Rodos NCI,""
19032,Cártel del Noreste,""
19033,Cártel del Golfo,""
19033,Cártel del Noreste,""
19037,Cártel de Sinaloa,""
19037,Los Chuckys,""
19038,Cártel del Noreste,""
19039,Banda de la Explorer,""
19039,Banda de los Rólex,Villas la Rioja
19039,Cártel Independiente de Nuevo Léon,Centro; Tecnológico; Topo Chico; Obrera
19039,Cártel Jalisco Nueva Generación,""
19039,Cártel de Los Beltrán Leyva,""
19039,Cártel de Sinaloa,INFONAVIT Hogares Ferrocarrileros
19039,Cártel de Sinaloa (Los Guzmán),Roma
19039,Cártel de los Alemanes,""
19039,Cártel del Golfo,""
19039,Cártel del Noreste,Industrial; INFONAVIT Hogares Ferrocarrileros; Miravalle; Monterrey Centro; Centro
19039,El Meka,""
19039,Los Bronz,Fomerrey
19039,Los Chuckys,""
19039,Los Costales,Monterrey Centro; Industrial
19039,Los Metros,""
19039,Los Rodos,INFONAVIT Hogares Ferrocarrileros
19039,Los Zetas Vieja Escuela,""
19039,Organización criminal de la familia Meza Flores,""
19040,Cártel del Noreste,""
19041,Cártel de Sinaloa (Los Guzmán),""
19041,Cártel del Noreste,""
19042,Cártel de Sinaloa (Los Guzmán),""
19042,Cártel del Noreste,""
19044,Cártel del Noreste,""
19045,Cártel Independiente de Nuevo Léon,""
19045,Cártel del Noreste,""
19046,Banda de la Explorer,""
19046,Banda de los Rólex,""
19046,Cártel del Noreste,San Nicolás de los Garza Centro; Anáhuac
19046,El Meka,""
19047,Cártel Independiente de Nuevo Léon,Zaragoza
19047,Cártel del Golfo,""
19047,Cártel del Noreste,""
19048,Cártel Independiente de Nuevo Léon,""
19048,Cártel de Sinaloa,""
19048,Cártel de Sinaloa (Los Guzmán),""
19048,Cártel del Noreste,""
19048,Los Eskineros,Arboledas de las Mitras
19048,Los Kiri,Arboledas de las Mitras
19048,Los Lobos,Arboledas de las Mitras
19048,Los Rodos,""
19049,Banda de Los Gota a Gota,""
19049,Cártel Independiente de Nuevo Léon,El Barro
19049,El Meka,San Francisco
19050,Cártel del Noreste,""
19051,Cártel del Noreste,El Potrero
2000,Banda de la Riviera Maya,""
2000,Cártel Jalisco Nueva Generación,""
2000,Cártel de Caborca,""
2000,Cártel de Los Arellano Félix,""
2000,Cártel de Los Beltrán Leyva,""
2000,Cártel de Sinaloa (Los Guzmán),""
2000,Cártel de Sinaloa (Los Zambada),""
2000,Cártel de Tijuana Nueva Generación,""
2000,El Tren de Aragua,""
2000,La Barredora,""
2000,La Familia Inzunza,""
2000,Los 28,""
2000,Los Cabrera,""
2000,Los Chilangos (Quintana Roo),""
2000,Los Colombianos,""
2000,Los Cuinis,""
2000,Los Gorilas,""
2000,Los Mazatlecos,""
2000,Los Pelones,""
2000,Los Pía,""
2000,Los Rusos,""
2000,Los Ántrax,""
2000,Organización criminal de la familia Meza Flores,""
20000,Clan del Golfo,""
20000,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),""
20000,Cártel Independiente de Acapulco,""
20000,Cártel Jalisco Nueva Generación,""
20000,Cártel de Los Beltrán Leyva,""
20000,Cártel de Sinaloa,""
20000,Cártel del Noreste,""
20000,Fuerzas Especiales Grupo Sombra,""
20000,Guerreros Unidos,""
20000,La Barredora,""
20000,Los Canchola,""
20000,Los Coroneles,""
20000,Los Cuinis,""
20000,Los Piña,""
20000,Tropa del Infierno,""
2001,Cártel Jalisco Nueva Generación,El Sauzal; Escritores; Francisco Zarco; Praderas del Ciprés Sección 2; San Antonio de Las Minas; Zona Turística; El Porvenir
2001,Cártel de Ensenada,Sección Primera; El Ciprés
2001,Cártel de Los Arellano Félix,El Sauzal; Escritores; Francisco Zarco; San Antonio de Las Minas; San Vicente; Sección Primera; El Porvenir
