Clave Municipio,Colonia,OC Identificada,Acumulado,2023 a 2025
9016,Pensil,Fuerza Anti-Unión Tepito,1,
9016,Polanco,Organización criminal de la familia Meza Flores,1,
9016,Polanco I Sección,Cártel de Sinaloa,1,1
9016,Polanco I Sección,Cártel Jalisco Nueva Generación,,1
9016,Polanco I Sección,La Condesa,1,1
9016,Polanco I Sección,La Unión Tepito,,1
9016,Polanco V Sección,Los Cuinis,1,1
9016,San Juanico,Los Gregori,,1
9016,Tacubaya,El Tren de Aragua,1,1
9016,Tlaxpana,La Unión Tepito,,1
9016,Tlaxpana,Los Gregori,,1
9016,Torre Blanca,Cártel Jalisco Nueva Generación,,1
9017,,Banda de El Gallo,1,
9017,,Cártel de Sinaloa (Los Zambada),1,1
9017,,Cártel de Tláhuac,1,1
9017,,Cártel Jalisco Nueva Generación,1,1
9017,,Fuerza Anti-Unión Tepito,1,1
9017,,H1A1,,1
9017,,La Ronda 88,1,1
9017,,La Unión Tepito,1,1
9017,,Los Benjas,1,
9017,,Los Fierro,1,
9017,,Los Gansos,1,1
9017,,Los Gordos (CDMX),1,1
9017,,Los Pacas,1,1
9017,,Los Tanzanios,1,
9017,,Trompas de la Merced,1,
9017, Emilio Carranza,La Unión Tepito,1,
9017, Jardín Balbuena,La Unión Tepito,1,
9017, Magdalena Mixiuhca,Cártel Jalisco Nueva Generación,1,
9017, Magdalena Mixiuhca,La Unión Tepito,1,
9017, Merced Balbuena,La Unión Tepito,1,
9017, México (Lic. Benito Juárez),Cártel Jalisco Nueva Generación,1,
9017, Moctezuma 1a Sección,La Unión Tepito,1,
9017, Morelos,Cártel Jalisco Nueva Generación,1,
9017, Morelos,El Tren de Aragua,1,
9017, Morelos,La Unión Tepito,1,
9017, Penitenciaria,Fuerza Anti-Unión Tepito,1,
9017, Penitenciaria,La Unión Tepito,1,
9017, Pensador Mexicano,La Unión Tepito,1,
9017, Peñón de los Baños,La Unión Tepito,1,
9017, Simón Bolívar,Los Tanzanios,1,
9017, Valle Gómez,Banda Montachoques,1,
9017, Valle Gómez,La Unión Tepito,1,
9017,Artes Gráficas,La Unión Tepito,1,1
9017,Del Parque,Cártel Jalisco Nueva Generación,1,1
9017,Emilio Carranza,La Unión Tepito,,1
9017,Jardín Balbuena,Banda de El Charmin,1,1
9017,Jardín Balbuena,La Unión Tepito,,1
9017,Magdalena Mixiuhca,La Unión Tepito,,1
9017,Merced Balbuena,El Tren de Aragua,1,1
9017,Merced Balbuena,La Unión Tepito,,1
9017,México (Lic. Benito Juárez),Cártel Jalisco Nueva Generación,,1
9017,Moctezuma 1a Sección,Banda de la Moctezuma,1,
9017,Moctezuma 1a Sección,Banda Montachoques,1,1
9017,Moctezuma 1a Sección,La Unión Tepito,,1
9017,Morelos,Cártel Jalisco Nueva Generación,,1
9017,Morelos,El Tren de Aragua,,1
9017,Morelos,Fuerza Anti-Unión Tepito,1,1
9017,Morelos,La Unión Tepito,,1
9017,Morelos,UJ40,1,1
9017,Penitenciaria,Fuerza Anti-Unión Tepito,,1
9017,Penitenciaria,La Unión Tepito,,1
9017,Pensador Mexicano,La Unión Tepito,,1
9017,Peñón de los Baños,Cártel de Sinaloa,1,1
9017,Peñón de los Baños,La Nueva Familia Michoacana,1,1
9017,Peñón de los Baños,La Unión Tepito,,1
9017,Romero Rubio,Los Tanzanios,1,1
9017,Simón Bolívar,Los Tanzanios,,1
9017,Valle Gómez,Banda Montachoques,,1
9017,Valle Gómez,La Unión Tepito,,1
10000,,Banda Montachoques,1,1
10000,,Cártel de Caborca,1,1
10000,,Cártel de Los Beltrán Leyva,1,1
10000,,Cártel de Sinaloa,1,1
10000,,Cártel de Sinaloa (Los Guzmán),1,1
10000,,Cártel de Sinaloa (Los Zambada),1,1
10000,,Cártel Independiente de La Laguna,1,1
10000,,Cártel Jalisco Nueva Generación,1,1
10000,,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),1,1
10000,,Fuerzas Especiales Unión,1,1
10000,,Los Cabrera,1,1
10000,,Los Jordan,1,1
10000,,Los Mazatlecos,1,1
10000,,Los Memos (de Sonora y Durango),1,1
10000,,Los Números,1,1
10000,,Los Salazar,1,
10000,,Los Salgueiro,1,1
10000,,Los Scorpion,1,
10000,,Los Sierra,1,1
10001,,Cártel de Sinaloa,1,1
10001,,Cártel de Sinaloa (Los Zambada),1,
10001,,Gente Nueva,1,1
10002,,Cártel de Sinaloa,1,1
10002,,Cártel de Sinaloa (Los Zambada),1,
10002,,Cártel Jalisco Nueva Generación,1,1
10002,,Los Cabrera,1,1
10003,,Cártel de Sinaloa,1,1
10004,,Cártel de Sinaloa,1,1
10004,,Cártel Jalisco Nueva Generación,1,
10004,,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),1,1
10004,,Los Cabrera,1,
10005,,Cártel de Sinaloa,1,1
10005,,Cártel de Sinaloa (Los Guzmán),1,
10005,,Cártel de Sinaloa (Los Zambada),1,1
10005,,Los Cabrera,1,1
10005, San José de La Vinata,Banda de Morcillo,1,
10005,Campestre de Durango,Banda de Martinica,1,
10005,Cerro de Guadalupe,Cártel de Sinaloa (Los Zambada),,1
10005,Emiliano Zapata,Cártel de Sinaloa,1,
10005,Guadalupe Victoria INFONAVIT,Cártel de Sinaloa (Los Zambada),,1
10005,Morcillo,Banda de Morcillo,1,
10005,Morga,Cártel de Sinaloa (Los Zambada),,1
10005,Nuevo Valle,Los Deltas (Los Guzmán),1,1
10005,San Jorge,Grupo del Guano,,1
10005,Victoria de Durango,Los Cabrera,1,1
10005,Victoria de Durango,Los Ruachos,1,1
10006,,Cártel de Sinaloa,1,1
10007,,Cártel de Sinaloa,1,1
10007,,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),1,1
10007,,Los Cabrera,1,1
10007,,Los Caimanes,1,1
10008,,Cártel de Sinaloa,1,1
10009,,Cártel de Sinaloa,1,1
10009,,Gente Nueva,1,1
10010,,Cártel de Sinaloa,1,1
10011,,Cártel de Sinaloa,1,1
10012,,Cártel de Sinaloa,1,1
10012,,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),1,1
10013,,Cártel de Sinaloa,1,1
10013,Ceballos,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),1,1
10014,,Cártel de Sinaloa,1,1
10014,,Cártel Jalisco Nueva Generación,1,1
10014,,Los Cabrera,1,
10014,Huazamota,Cártel de Sinaloa (Los Zambada),1,
10014,Huazamota,Cártel Jalisco Nueva Generación,1,
10015,,Cártel de Sinaloa,1,1
10016,,Cártel de Sinaloa,1,1
10017,,Cártel de Sinaloa,1,1
10017,,Cártel de Sinaloa (Los Guzmán),1,1
10018,,Cártel de Sinaloa,1,1
10019,,Cártel de Sinaloa,1,1
10020,,Cártel de Sinaloa,1,1
10021,,Cártel de Sinaloa,1,1
10022,,Cártel de Sinaloa,1,1
10022,,Los Cabrera,1,1
10022,Los Ángeles,Los Cabrera,1,1
10023,,Cártel de Sinaloa,1,1
10023,,Los CabreraMZ,1,1
10023, Pueblo Nuevo,Cártel de Sinaloa,1,
10023, Pueblo Nuevo,Cártel Jalisco Nueva Generación,1,
10023,El Salto,Cártel de Sinaloa,1,1
10023,El Salto,Cártel Jalisco Nueva Generación,1,1
10023,Pueblo Nuevo,Cártel de Sinaloa,,1
10023,Pueblo Nuevo,Cártel Jalisco Nueva Generación,,1
10024,,Cártel de Sinaloa,1,1
10025,,Cártel de Sinaloa,1,1
10026,,Cártel de Sinaloa,1,1
10027,,Cártel de Sinaloa,1,1
10028,,Cártel de Sinaloa,1,1
10029,,Cártel de Sinaloa,1,1
10030,,Cártel de Sinaloa,1,1
10030,,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),1,1
10031,,Cártel de Sinaloa,1,1
10031,,Cártel de Sinaloa (Los Zambada),1,
10032,,Cártel de Sinaloa,1,1
10032,,Cártel Jalisco Nueva Generación,1,1
10032,,Gente Nueva,1,1
10032,,Los Cabrera,1,1
10032,Vascogil,Cártel de Sinaloa (Los Zambada),1,1
10032,Vascogil,Los Cabrera,1,1
10033,,Cártel de Sinaloa,1,1
10034,,Cártel de Sinaloa,1,1
10034,,Cártel Jalisco Nueva Generación,1,1
10034, El Potrero de Jala,Cártel de Sinaloa,1,
10034, Huejotita,Cártel de Sinaloa,1,
10034, Las Duras,Cártel de Sinaloa (Los Zambada),1,
10034, Los Algodones,Cártel de Sinaloa,1,
10034, Tamazula de Victoria (tamazula),Cártel de Sinaloa,1,
10034, Tierra Blanca,Cártel de Sinaloa (Los Zambada),1,
10034,Carricitos,Cártel de Sinaloa (Los Zambada),1,1
10034,El Durazno,Cártel de Sinaloa,1,1
10034,El Potrero de Jala,Cártel de Sinaloa,,1
10034,Huejotita,Cártel de Sinaloa,,1
10034,Las Duras,Cártel de Sinaloa (Los Zambada),,1
10034,Los Algodones,Cártel de Sinaloa,,1
10034,Tamazula de Victoria (tamazula),Cártel de Sinaloa,,1
10034,Tierra Blanca,Cártel de Sinaloa (Los Zambada),,1
10035,,Cártel de Sinaloa,1,1
10035,,Gente Nueva,1,1
10035,,Los Ruachos,1,1
10036,,Cártel de Sinaloa,1,1
10036,,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),1,1
10037,,Cártel de Sinaloa,1,1
10037,,Cártel Jalisco Nueva Generación,1,
10037,La Cupía,Cártel de Sinaloa (Los Zambada),,1
10038,,Cártel de Sinaloa,1,1
10039,,Cártel de Sinaloa,1,1
10039,,Gente Nueva,1,1
11000,,Banda de la Riviera Maya,1,
11000,,Banda del Burras Prietas,1,1
11000,,Banda del Costeño,1,1
11000,,Cártel de Caborca,1,1
11000,,Cártel de Los Arellano Félix,1,1
11000,,Cártel de Santa Rosa de Lima,1,1
11000,,Cártel de Sinaloa,1,1
11000,,Cártel de Sinaloa (Los Zambada),1,1
11000,,Cártel del Golfo,1,1
11000,,Cártel del Noreste,1,1
11000,,Cártel Gente Nueva Salazar,1,1
11000,,Cártel Jalisco Nueva Generación,1,1
11000,,Cártel La Nueva Familia,1,1
11000,,Cártel Nueva Plaza,1,1
11000,,Cárteles Unidos,1,
11000,,El 30,1,1
11000,,El Tren de Aragua,1,1
11000,,Grupo Calavera,1,1
11000,,Grupo Élite,1,1
11000,,Los Cuinis,1,
11000,,Los Deltas,1,
11000,,Los RR,1,
11000,,Los Salazar,1,1
11000,,Los Viagra,1,1
11000,,Sangre Nueva Zeta,1,1
11001,,Cártel de Sinaloa,1,1
11001,,Cártel Jalisco Nueva Generación,1,1
11002,,Cártel de Santa Rosa de Lima,1,1
11002,,Cártel Jalisco Nueva Generación,1,1
11002,,Los Escorpiones,1,1
11002,Acámbaro Centro,Cártel de Santa Rosa de Lima,1,1
11002,Andocutín,Cártel Jalisco Nueva Generación,1,1
11003,,Cártel de Santa Rosa de Lima,1,1
11003,,Cártel Jalisco Nueva Generación,1,1
11003,,Los Escorpiones,1,1
11003,Los Rodriguez,Grupo Élite,1,
11003,Santa Cruz de La Paz,Cártel Jalisco Nueva Generación,1,1
11004,,Cártel de Santa Rosa de Lima,1,1
11004,,Cártel de Sinaloa,1,1
11004,,Cártel Jalisco Nueva Generación,1,1
11004,,Grupo Élite,1,
11004,,Los Escorpiones,1,1
11004,,Paramilitares Colombianos,1,1
11004, San Juan del Llanito,Cártel Jalisco Nueva Generación,1,
11004,San Antonio Calichar,Cártel Jalisco Nueva Generación,1,
11005,,Cártel de Santa Rosa de Lima,1,1
11005,,Cártel de Sinaloa,1,1
11005,,Cártel Jalisco Nueva Generación,1,1
11005,,Grupo Élite,1,
11005,,Los Escorpiones,1,1
11005,,Paramilitares Colombianos,1,1
11005, El Cerrito,Cártel de Santa Rosa de Lima,1,
11005, San José Agua Azul,Cártel de Santa Rosa de Lima,1,
11005, San José Agua Azul,Cártel Jalisco Nueva Generación,1,
11005,La Purísima,Cártel de Santa Rosa de Lima,1,
11005,La Purísima,Cártel Jalisco Nueva Generación,1,
11005,San José Agua Azul,Cártel de Santa Rosa de Lima,,1
11005,San José Agua Azul,Cártel Jalisco Nueva Generación,,1
11007,,Cártel de Santa Rosa de Lima,1,1
11007,,Cártel de Sinaloa,1,1
11007,,Cártel Jalisco Nueva Generación,1,1
11007,,Cártel Nueva Plaza,1,
11007,,La Unión León,1,
11007,,Los Escorpiones,1,1
11007,,Los Metros,1,
11007,,Paramilitares Colombianos,1,1
11007, 3 Guerras,Cártel de Santa Rosa de Lima,1,
11007, Álamos,Cártel de Santa Rosa de Lima,1,
11007, Conjunto Habitacional Girasoles,Grupo Élite,1,
11007, Conjunto Habitacional Girasoles,Los Marros,1,
11007, Ejidal,Grupo Élite,1,
11007, Ejido de De Silva,Cártel Jalisco Nueva Generación,1,
11007, El Campanario,Cártel de Santa Rosa de Lima,1,
11007, El mayorazgo,Cártel de Santa Rosa de Lima,1,
11007, El Sauz (El Sauz de Villaseñor),Cártel de Santa Rosa de Lima,1,
11007, Galaxias del,Cártel de Santa Rosa de Lima,1,
11007, Juan Martín,Cártel de Santa Rosa de Lima,1,
11007, La Cruz,Cártel de Santa Rosa de Lima,1,
11007, La Cruz,Grupo Élite,1,
11007, La Cruz,Los Marros,1,
11007, La Luz,Cártel de Santa Rosa de Lima,1,
11007, Las Americas,Cártel de Santa Rosa de Lima,1,
11007, Los Pinos,Cártel de Santa Rosa de Lima,1,
11007, Presa Blanca,Cártel de Santa Rosa de Lima,1,
11007, Rancho Seco,Grupo Élite,1,
11007, Rancho Seco,Los Marros,1,
11007, Rincón de Tamayo Centro,Grupo Élite,1,
11007, Rincón de Tamayo Centro,Los Marros,1,
11007, Roque,Cártel de Santa Rosa de Lima,1,
11007, San Francisco,Cártel Jalisco Nueva Generación,1,
11007, San José el Nuevo,Cártel de Santa Rosa de Lima,1,
11007, San Juan de La Vega,Cártel de Santa Rosa de Lima,1,
11007, Santa Rita,Cártel Jalisco Nueva Generación,1,
11007, Santa Rita,Los Marros,1,
11007, Tres guerras,Cártel de Santa Rosa de Lima,1,
11007, Villa de Los Arcos,Cártel de Santa Rosa de Lima,1,
11007, Villas del Romeral,Grupo Élite,1,
11007,2 de Abril,Cártel de Santa Rosa de Lima,1,1
11007,3 Guerras,Cártel de Santa Rosa de Lima,,1
11007,Álamos,Cártel de Santa Rosa de Lima,,1
11007,El Campanario,Cártel de Santa Rosa de Lima,,1
11007,El mayorazgo,Cártel de Santa Rosa de Lima,,1
11007,El Sauz (El Sauz de Villaseñor),Cártel de Santa Rosa de Lima,,1
11007,Juan Martín,Cártel de Santa Rosa de Lima,,1
11007,La Cruz,Cártel de Santa Rosa de Lima,,1
11007,La Luz,Cártel de Santa Rosa de Lima,,1
11007,Las Americas,Cártel de Santa Rosa de Lima,,1
11007,López Portillo,Cártel de Santa Rosa de Lima,,1
11007,Los Mezquites,Cártel de Santa Rosa de Lima,,1
11007,Los Pinos,Cártel de Santa Rosa de Lima,,1
11007,Plancarte,Cártel de Santa Rosa de Lima,,1
11007,Rincón de Tamayo Centro,Cártel de Santa Rosa de Lima,,1
11007,Roque,Cártel de Santa Rosa de Lima,,1
11007,Rosalinda,Grupo Élite,1,
11007,Rosalinda,Los Marros,1,
11007,San Isidro de Trojes,Cártel de Santa Rosa de Lima,,1
11007,San José el Nuevo,Cártel de Santa Rosa de Lima,,1
11007,San Juan de La Vega,Cártel de Santa Rosa de Lima,,1
11007,San Miguel Octopan,Cártel de Santa Rosa de Lima,,1
11007,Segunda Fracción de Crespo (Alto del Parral),Cártel de Santa Rosa de Lima,,1
11007,Tres guerras,Cártel de Santa Rosa de Lima,,1
11007,Villa de Los Arcos,Cártel Jalisco Nueva Generación,1,
11007,Villas del Romeral,Cártel de Santa Rosa de Lima,,1
11008,,Cártel Jalisco Nueva Generación,1,1
11009,,Cártel de Santa Rosa de Lima,1,1
11009,,Cártel Jalisco Nueva Generación,1,1
11009,,Los Escorpiones,1,1
11009,,Paramilitares Colombianos,1,1
11009,Delgado de Abajo,Cártel Jalisco Nueva Generación,1,1
11009,Neutla,Cártel de Santa Rosa de Lima,1,1
11011,,Cártel de Santa Rosa de Lima,1,1
11011,,Cártel Jalisco Nueva Generación,1,1
11011,,Paramilitares Colombianos,1,1
11011, Del Valle,Cártel de Santa Rosa de Lima,1,
11011,Jaral Díaz,Cártel de Santa Rosa de Lima,1,
11011,Jaral Díaz,Cártel Jalisco Nueva Generación,1,
11011,Valencia de Fuentes,Grupo Élite,1,
11014,,Cártel de Santa Rosa de Lima,1,1
11014,,Cártel Jalisco Nueva Generación,1,1
11015,,Cártel de Sinaloa,1,1
11015,,Cártel Jalisco Nueva Generación,1,1
11015,,Grupo Élite,1,
11015, Santa Teresa,Cártel Jalisco Nueva Generación,1,
11015,San Antonio de Ovejera,Cártel Jalisco Nueva Generación,1,1
11017,,Cártel de Santa Rosa de Lima,1,1
11017,,Cártel de Sinaloa,1,1
11017,,Cártel Jalisco Nueva Generación,1,1
11017,,Cártel Nueva Plaza,1,
11017,,Grupo Élite,1,
11017,,La Unión León,1,
11017,,Los Escorpiones,1,1
11017, Ernesto Che Guevara,Cártel de Santa Rosa de Lima,1,
11017, Jardines de Arandas,Cártel de Santa Rosa de Lima,1,
11017, Jardines de Arandas,Cártel Jalisco Nueva Generación,1,
11017, Las Palmas,Cártel de Santa Rosa de Lima,1,
11017,Aldama,Cártel de Santa Rosa de Lima,1,1
11017,Ernesto Che Guevara,Cártel Jalisco Nueva Generación,1,
11017,Las Palmas,Cártel de Santa Rosa de Lima,,1
11018,,Cártel de Santa Rosa de Lima,1,1
11018,,Cártel Jalisco Nueva Generación,1,1
11018,,Paramilitares Colombianos,1,1
11019,,Cártel de Santa Rosa de Lima,1,1
11019,,Cártel Jalisco Nueva Generación,1,1
11020,,Ántrax,1,
11020,,Cártel de Santa Rosa de Lima,1,1
11020,,Cártel de Sinaloa,1,1
11020,,Cártel Gente Nueva Salazar,1,1
11020,,Cártel Jalisco Nueva Generación,1,1
11020,,Cártel Nueva Plaza,1,
11020,,Colombianos,1,
11020,,Grupo Élite,1,
11020,,La Barredora,1,1
11020,,La Nueva Familia Michoacana,1,1
11020,,La Unión León,1,1
11020,,Las Cabras,1,
11020,,Las Leches,1,
11020,,Los Álvarez,1,
11020,,Los Búfalos,1,
11020,,Los Zamarripa,1,
11020,,Vieja Guardia,1,
11020, 10 de Mayo,Cártel Jalisco Nueva Generación,1,
11020, Buenos Aires,Cártel Jalisco Nueva Generación,1,
11020, Central de Abastos,Cártel Jalisco Nueva Generación,1,
11020, Centro,Cártel Jalisco Nueva Generación,1,
11020, Cerrito de Jerez,Cártel Jalisco Nueva Generación,1,
11020, Chapalita,Británicos 13,1,
11020, Chapalita,Cártel Jalisco Nueva Generación,1,
11020, Ciudad Industrial,Cártel Jalisco Nueva Generación,1,
11020, Cumbres de la Pradera,Cártel Jalisco Nueva Generación,1,
11020, El Coecillo,Cártel Jalisco Nueva Generación,1,
11020, Industrial (Hab.),Cártel Jalisco Nueva Generación,1,
11020, Jardines de Jerez,Cártel Jalisco Nueva Generación,1,
11020, La Escondida,Cártel Jalisco Nueva Generación,1,
11020, La Joya,Cártel Jalisco Nueva Generación,1,
11020, La Margarita,Cártel Jalisco Nueva Generación,1,
11020, La Yesca,Cártel Jalisco Nueva Generación,1,
11020, Las Mandar,Cártel Jalisco Nueva Generación,1,
11020, León I,Cártel Jalisco Nueva Generación,1,
11020, Los Murales,Cártel Jalisco Nueva Generación,1,
11020, Portales de La Arboleda,La Unión León,1,
11020, San Miguel,Cártel Jalisco Nueva Generación,1,
11020, Villa Insurgentes,Cártel Jalisco Nueva Generación,1,
11020,10 de Mayo,Cártel Jalisco Nueva Generación,,1
11020,Balcones de La Joya,Cártel Jalisco Nueva Generación,1,1
11020,Barranca de Venaderos,Los Durango,1,1
11020,Buenos Aires,Cártel Jalisco Nueva Generación,,1
11020,Central de Abastos,Cártel Jalisco Nueva Generación,,1
11020,Centro,Cártel Jalisco Nueva Generación,,1
11020,Cerrito de Jerez,Cártel Jalisco Nueva Generación,,1
11020,Chapalita,Cártel Jalisco Nueva Generación,,1
11020,Ciudad Industrial,Cártel Jalisco Nueva Generación,,1
11020,Cumbres de la Pradera,Cártel Jalisco Nueva Generación,,1
11020,El Peluchán,La Unión León,1,1
11020,Industrial (Hab.),Cártel Jalisco Nueva Generación,,1
11020,Jardines de Jerez,Cártel Jalisco Nueva Generación,,1
11020,Jardines del Moral,Banda de los Rólex,1,1
11020,La Escondida,Cártel Jalisco Nueva Generación,,1
11020,La Joya,Cártel Jalisco Nueva Generación,,1
11020,La Margarita,Cártel Jalisco Nueva Generación,,1
11020,La Yesca,Cártel Jalisco Nueva Generación,,1
11020,Las Mandarinas,Cártel Jalisco Nueva Generación,,1
11020,Las Margaritas,Cártel Jalisco Nueva Generación,,1
11020,León I,Cártel Jalisco Nueva Generación,,1
11020,Lomas de Echeveste,Los Españoles,1,
11020,Los Aguacates,Cártel Jalisco Nueva Generación,,1
11020,Los Laureles,Cártel Jalisco Nueva Generación,,1
11020,Los Murales,Cártel Jalisco Nueva Generación,,1
11020,Los Naranjos,Cártel León Nueva Generación,1,
11020,Portales de La Arboleda,La Unión León,,1
11020,San Juan Bosco (Vista Hermosa),Británicos 13,1,
11020,San Miguel,Cártel Jalisco Nueva Generación,,1
11020,Santa Anita,Cártel Jalisco Nueva Generación,,1
11020,Santo Domingo,Cártel Jalisco Nueva Generación,,1
11020,UrbiVilla del Roble,La Tía,1,
11020,Villa Insurgentes,Cártel de Santa Rosa de Lima,1,
11020,Villas del Juncal,Cártel Jalisco Nueva Generación,,1
11021,,Cártel de Santa Rosa de Lima,1,1
11021,,Cártel Jalisco Nueva Generación,1,1
11022,,Cártel Jalisco Nueva Generación,1,1
11023,,Cártel de Sinaloa,1,1
11023,,Cártel Jalisco Nueva Generación,1,1
11023,,Cártel Nueva Plaza,1,
11023,,Gente Nueva,1,
11023,,Guardia Michoacana,1,
11023,,La Nueva Empresa,1,
11023,,Los Salazar,1,
11023,,Los Talibanes,1,1
11023,,Los Viagra,1,
11023, Churipitzeo,Cártel Gente Nueva Salazar,1,
11023, Estación Pénjamo,Cártel Gente Nueva Salazar,1,
11023, La Calle,Cártel Gente Nueva Salazar,1,
11023, La Estrella,Cártel Gente Nueva Salazar,1,
11023, Laguna Larga de Cortés,Cártel Gente Nueva Salazar,1,
11023, Los Ocotes,Cártel Gente Nueva Salazar,1,
11023, Pénjamo,Cártel Gente Nueva Salazar,1,
11023, Potreros,Cártel Gente Nueva Salazar,1,
11023, Santa Ana Pacueco,Cártel Gente Nueva Salazar,1,
11023,Buenavista de Cortés,Cártel Gente Nueva Salazar,1,1
11023,Churipitzeo,Cártel Gente Nueva Salazar,,1
11023,Estación Pénjamo,Cártel Gente Nueva Salazar,,1
11023,La Calle,Cártel Gente Nueva Salazar,,1
11023,La Estrella,Cártel Gente Nueva Salazar,,1
11023,Laguna Larga de Cortés,Cártel Gente Nueva Salazar,,1
11023,Los Ocotes,Cártel Gente Nueva Salazar,,1
11023,Pénjamo,Cártel Gente Nueva Salazar,,1
11023,Potreros,Cártel Gente Nueva Salazar,,1
11023,Santa Ana Pacueco,Cártel Gente Nueva Salazar,,1
11025,,Cártel Jalisco Nueva Generación,1,1
11026,,Cártel Jalisco Nueva Generación,1,1
11027,,Cártel de Santa Rosa de Lima,1,1
11027,,Cártel de Sinaloa,1,1
11027,,Cártel Jalisco Nueva Generación,1,1
11027,,Cártel Nueva Plaza,1,
11027,,Grupo Élite,1,
11027,,La Unión León,1,
11027,,Los Escorpiones,1,1
11027, Cárdenas,Cártel de Santa Rosa de Lima,1,
11027, Cerro Gordo,Cártel de Santa Rosa de Lima,1,
11027, El Calabozo,Cártel de Santa Rosa de Lima,1,
11027, La Cruz,Cártel de Santa Rosa de Lima,1,
11027, Los Lobos,Cártel de Santa Rosa de Lima,1,
11027, San Pedro,Cártel Jalisco Nueva Generación,1,
11027, Valtierra,Cártel de Santa Rosa de Lima,1,
11027, Villa Salamanca 400,Cártel de Santa Rosa de Lima,1,
11027,Aguilera,Cártel de Santa Rosa de Lima,1,1
11027,Cárdenas,Cártel de Santa Rosa de Lima,,1
11027,Cerro Gordo,Cártel de Santa Rosa de Lima,,1
11027,El Calabozo,Cártel de Santa Rosa de Lima,,1
11027,La Cruz,Cártel de Santa Rosa de Lima,,1
11027,La Cruz,Cártel Jalisco Nueva Generación,1,1
11027,Los Lobos,Cártel de Santa Rosa de Lima,,1
11027,Valtierra,Cártel de Santa Rosa de Lima,,1
11027,Villa Salamanca 400,Cártel de Santa Rosa de Lima,,1
11028,,Cártel de Santa Rosa de Lima,1,1
11028,,Cártel Jalisco Nueva Generación,1,1
11028,,Los Escorpiones,1,1
11028, Álvaro Obregón,Cártel de Santa Rosa de Lima,1,
11028, Guanajuato,Cártel de Santa Rosa de Lima,1,
11028, Guanajuato,Cártel Jalisco Nueva Generación,1,
11028, Rancho Nuevo,Cártel de Santa Rosa de Lima,1,
11028, San Pedro de los Naranjos,Cártel de Santa Rosa de Lima,1,
11028,Álvaro Obregón,Cártel Jalisco Nueva Generación,1,
11028,Cupareo,Cártel de Santa Rosa de Lima,1,1
11028,San Pedro de los Naranjos,Cártel de Santa Rosa de Lima,,1
11029,,Cártel Jalisco Nueva Generación,1,1
11030,,Cártel Jalisco Nueva Generación,1,1
11030, San Bartolo de Berrio,Cártel de Santa Rosa de Lima,1,
11030,La Estancia (Las Avispas),Cártel de Santa Rosa de Lima,1,1
11030,San Bartolo de Berrio,Cártel de Santa Rosa de Lima,,1
11030,Trojes de Aguirre,Cártel Jalisco Nueva Generación,1,1
11031,,Cártel de Sinaloa,1,1
11031,,Cártel Jalisco Nueva Generación,1,1
11031,,Los Metros,1,
11032,,Cártel de Santa Rosa de Lima,1,1
11032,,Cártel de Sinaloa,1,1
11032,,Cártel Jalisco Nueva Generación,1,1
11032,Viborillas,Cártel Jalisco Nueva Generación,1,1
11033,,Cártel Jalisco Nueva Generación,1,1
11035,,Cártel de Santa Rosa de Lima,1,1
11035,,Cártel Jalisco Nueva Generación,1,1
11035,,Los Escorpiones,1,1
11035,,Paramilitares Colombianos,1,1
11035, Pozos,Cártel de Santa Rosa de Lima,1,
11035, Rincón de Centeno,Cártel de Santa Rosa de Lima,1,
11035, San Antonio de Morales,Cártel de Santa Rosa de Lima,1,
11035, San Antonio de Romerillo,Cártel de Santa Rosa de Lima,1,
11035, San José de Manantiales,Cártel de Santa Rosa de Lima,1,
11035, Santiago de Cuenda,Cártel de Santa Rosa de Lima,1,
11035,Franco Tavera,Cártel de Santa Rosa de Lima,1,1
11035,Pozos,Cártel de Santa Rosa de Lima,,1
11035,Rincón de Centeno,Cártel de Santa Rosa de Lima,,1
11035,San Antonio de Morales,Cártel de Santa Rosa de Lima,,1
11035,San Antonio de Romerillo,Cártel de Santa Rosa de Lima,,1
11035,San José de Manantiales,Cártel de Santa Rosa de Lima,,1
11035,Santiago de Cuenda,Cártel de Santa Rosa de Lima,,1
11036,,Cártel de Santa Rosa de Lima,1,1
11036,,Cártel Jalisco Nueva Generación,1,1
11036,,Los Escorpiones,1,1
11037,,Cártel de Santa Rosa de Lima,1,
11037,,Cártel de Sinaloa,1,1
11037,,Cártel Jalisco Nueva Generación,1,1
11037,,Fuerzas Especiales Grupo Sombra,1,
11037,,Grupo Élite,1,
11039,,Cártel de Santa Rosa de Lima,1,1
11039,,Cártel Jalisco Nueva Generación,1,1
11039,,Paramilitares Colombianos,1,1
11041,,Cártel de Santa Rosa de Lima,1,1
11041,,Cártel Jalisco Nueva Generación,1,1
11042,,Cártel de Santa Rosa de Lima,1,1
11042,,Cártel Jalisco Nueva Generación,1,1
11042,,Grupo Élite,1,
11042, Magdalena de Araceo,Cártel de Santa Rosa de Lima,1,
