original_index,Municipio,Presidente Municipal,Inicio,Conclusión,full_code,firstname,lastname1,lastname2
14563,Molcaxac,ROSALINO ARMANDO OJEDA GONZALEZ,2011-02-15,2014-02-14,21098,Rosalino Armando,Ojeda,Gonzalez
14564,Molcaxac,DAVID VICTOR FLORES ORTIZ,2014-02-15,2018-10-14,21098,David Victor,Flores,Ortiz
14565,Molcaxac,FELIX HUERTA MENDEL,2018-10-15,2021-10-14,21098,Felix,Huerta,Mendel
14566,Molcaxac,GERARDO FLORES CONTERAS,2021-10-15,2024-10-14,21098,Gerardo,Flores,Conteras
14567,Molcaxac,ROBERTO PARADA COTO,2024-10-15,2027-10-14,21098,Roberto,Parada,Coto
14568,Cañada Morelos,ROBERTO HERNANDEZ PALESTINO,2002-02-15,2005-02-14,21099,Roberto,Hernandez,Palestino
14569,Cañada Morelos,FREDY MORA PACHECO,2005-02-15,2008-02-14,21099,Fredy,Mora,Pacheco
14570,Cañada Morelos,REFUGIO TRUJILLO CAMPOS,2008-02-15,2011-02-14,21099,Refugio,Trujillo,Campos
14571,Cañada Morelos,JOSE JAVIER VAZQUEZ CARRERA,2011-02-15,2014-02-14,21099,Jose Javier,Vazquez,Carrera
14572,Cañada Morelos,GASPAR ROJAS TORRES,2014-02-15,2019-02-27,21099,Gaspar,Rojas,Torres
14573,Cañada Morelos,JOSE LUIS CHAVEZ OLIVIER,2019-02-28,2019-09-09,21099,Jose Luis,Chavez,Olivier
14574,Cañada Morelos,ANA LAURA SÁNCHEZ BENÍTEZ,2024-10-15,2027-10-14,21099,Ana Laura,Sánchez,Benítez
14575,Naupan,GORGONIO MARTINEZ MUÑOZ,2002-02-15,2005-02-14,21100,Gorgonio,Martinez,Muñoz
14576,Naupan,MARCELO RODRIGUEZ RAMIREZ,2005-02-15,2008-02-14,21100,Marcelo,Rodriguez,Ramirez
14577,Naupan,ADAN BUSTAMANTE CALVA,2008-02-15,2011-02-14,21100,Adan,Bustamante,Calva
14578,Naupan,JAIME RODRIGUEZ RAMIREZ,2011-02-15,2014-02-14,21100,Jaime,Rodriguez,Ramirez
14579,Naupan,GENARO NEGRETE URBANO,2014-02-15,2018-10-14,21100,Genaro,Negrete,Urbano
14580,Naupan,VALERIO ESCORCIA CALVA,2018-10-15,2021-10-14,21100,Valerio,Escorcia,Calva
14581,Naupan,JAIME RODRIGUEZ RAMIREZ,2021-10-15,2024-10-14,21100,Jaime,Rodriguez,Ramirez
14582,Naupan,VALERIO ESCORCIA CALVA,2024-10-15,2027-10-14,21100,Valerio,Escorcia,Calva
14583,Nauzontla,NAHUM REYES CABRERA,2005-02-15,2008-02-14,21101,Nahum,Reyes,Cabrera
14584,Nauzontla,CELESTINO MORA VELAZCO,2008-02-15,2011-02-14,21101,Celestino,Mora,Velazco
14585,Nauzontla,JOSE JAVIER MORA VELAZCO,2011-02-15,2014-02-14,21101,Jose Javier,Mora,Velazco
14586,Nauzontla,ROQUE MARTIN REYES CABRERA,2014-02-15,2018-10-14,21101,Roque Martin,Reyes,Cabrera
14587,Nauzontla,NORMA SIRLEY REYES CABRERA,2018-10-15,2021-10-14,21101,Norma Sirley,Reyes,Cabrera
14588,Nauzontla,ROQUE MARTIN REYES CABRERA,2021-10-15,2024-10-14,21101,Roque Martin,Reyes,Cabrera
14589,Nauzontla,MARICELA RAMIRO JUÁREZ,2024-10-15,2027-10-14,21101,Maricela,Ramiro,Juárez
14590,Nealtican,PEDRO LUNA LUNA,2002-02-15,2005-02-14,21102,Pedro,Luna,Luna
14591,Nealtican,MERARDO TLACOTIA POPOCA,2005-02-15,2008-02-14,21102,Merardo,Tlacotia,Popoca
14592,Nealtican,VIRGINIO FLORES JACINTO,2008-02-15,2011-02-14,21102,Virginio,Flores,Jacinto
14593,Nealtican,FERNANDO LUNA GRANDE,2011-02-15,2014-02-14,21102,Fernando,Luna,Grande
14594,Nealtican,DOMINGO JIMENEZ LUNA,2014-02-15,2018-10-14,21102,Domingo,Jimenez,Luna
14595,Nealtican,NORBERTO LUNA RAMOS,2018-10-15,2021-10-14,21102,Norberto,Luna,Ramos
14596,Nealtican,GERMAN TORRES ROMERO,2021-10-15,2024-10-14,21102,German,Torres,Romero
14597,Nealtican,IMELDA GIL OSORIO,2024-10-15,2027-10-14,21102,Imelda,Gil,Osorio
14598,Nicolás Bravo,ARTURO HERNANDEZ HUERTA,2002-02-15,2005-02-14,21103,Arturo,Hernandez,Huerta
14599,Nicolás Bravo,PEDRO TEPOLE HERNANDEZ,2005-02-15,2008-02-14,21103,Pedro,Tepole,Hernandez
14600,Nicolás Bravo,JOSE MUÑOZ ROMERO,2008-02-15,2011-02-14,21103,Jose,Muñoz,Romero
14601,Nicolás Bravo,MARIO TEPOLE HUERTA,2011-02-15,2014-02-14,21103,Mario,Tepole,Huerta
14602,Nicolás Bravo,ANTONIO RAMIREZ LEYNEZ,2014-02-15,2018-10-14,21103,Antonio,Ramirez,Leynez
14603,Nicolás Bravo,EUSTAQUIO RAMOS CUIAHUA,2018-10-15,2021-10-14,21103,Eustaquio,Ramos,Cuiahua
14604,Nicolás Bravo,MARIO GINEZ HERNANDEZ,2021-10-15,2024-10-14,21103,Mario,Ginez,Hernandez
14605,Nicolás Bravo,RUBÉN TEPOLE HUERTA,2024-10-15,2027-10-14,21103,Rubén,Tepole,Huerta
14606,Nopalucan,GERMAN PALACIOS HERNANDEZ,2002-02-15,2005-02-14,21104,German,Palacios,Hernandez
14607,Nopalucan,ROGELIO ROQUE TORRES,2005-02-15,2008-02-14,21104,Rogelio,Roque,Torres
14608,Nopalucan,HILARIO GONZALEZ TORRES,2008-02-15,2011-02-14,21104,Hilario,Gonzalez,Torres
14609,Nopalucan,JOSE LOPEZ ROJAS,2011-02-15,2014-02-14,21104,Jose,Lopez,Rojas
14610,Nopalucan,ROGELIO ROQUE TORRES,2014-02-15,2018-10-14,21104,Rogelio,Roque,Torres
14611,Nopalucan,PORFIRIO PERALTA BENITEZ,2021-10-15,2024-10-14,21104,Porfirio,Peralta,Benitez
14612,Nopalucan,NORBERTO SALDAÑA AMADOR,2024-10-15,2027-10-14,21104,Norberto,Saldaña,Amador
14613,Ocotepec,FRANCISCO JAVIER HERNANDEZ CALDERON,2002-02-15,2005-02-14,21105,Francisco Javier,Hernandez,Calderon
14614,Ocotepec,ELISEO SANCHEZ DURAN,2005-02-15,2008-02-14,21105,Eliseo,Sanchez,Duran
14615,Ocotepec,MANUEL AVILA CASTILLO,2008-02-15,2011-02-14,21105,Manuel,Avila,Castillo
14616,Ocotepec,JOSE LUIS GONZALEZ TELLEZ,2011-02-15,2014-02-14,21105,Jose Luis,Gonzalez,Tellez
14617,Ocotepec,MACARIA HERNANDEZ RODRIGUEZ,2014-02-15,2018-10-14,21105,Macaria,Hernandez,Rodriguez
14618,Ocotepec,FLORENCIO CAMACHO RODRIGUEZ,2018-10-15,2021-10-14,21105,Florencio,Camacho,Rodriguez
14619,Ocotepec,ROBERTO ROMERO HERNANDEZ,2021-10-15,2024-10-14,21105,Roberto,Romero,Hernandez
14620,Ocotepec,ROBERTO ROMERO HERNÁNDEZ,2024-10-15,2027-10-14,21105,Roberto,Romero,Hernández
14621,Ocoyucan,RODOLFO VARELA CUAHUTLE,2002-02-15,2005-02-14,21106,Rodolfo,Varela,Cuahutle
14622,Ocoyucan,JOSE DELFINO GARCIA ZACAHUA,2005-02-15,2008-02-14,21106,Jose Delfino,Garcia,Zacahua
14623,Ocoyucan,ROGELIO TOXTLE CABRERA,2008-02-15,2011-02-14,21106,Rogelio,Toxtle,Cabrera
14624,Ocoyucan,JOSE CUAUTLE VARELA,2011-02-15,2014-02-14,21106,Jose,Cuautle,Varela
14625,Ocoyucan,FRANCISCO HERMENEGILDO SIMARRON OCOTOXTLE,2014-02-15,2017-05-31,21106,Francisco Hermenegildo,Simarron,Ocotoxtle
14626,Ocoyucan,JOSE SANTOS TECUAL MEJIA,2017-06-01,2019-08-14,21106,Jose Santos,Tecual,Mejia
14627,Ocoyucan,ROSENDO MORALES SÁNCHEZ,2019-08-15,2021-10-14,21106,Rosendo,Morales,Sánchez
14628,Ocoyucan,ROSENDO MORALES SANCHEZ,2021-10-15,2024-10-14,21106,Rosendo,Morales,Sanchez
14629,Ocoyucan,ARISTÓTELES CAMPOS FLORES,2024-10-15,2027-10-14,21106,Aristóteles,Campos,Flores
14630,Olintla,ANSELMO ARROYO BONILLA,2002-02-15,2005-02-14,21107,Anselmo,Arroyo,Bonilla
14631,Olintla,SALVADOR SANCHEZ VEGA,2005-02-15,2008-02-14,21107,Salvador,Sanchez,Vega
14632,Olintla,DANIEL BALDEMAR LECONA SOTERO,2008-02-15,2011-02-14,21107,Daniel Baldemar,Lecona,Sotero
14633,Olintla,HECTOR ARROYO BONILLA,2011-02-15,2014-02-14,21107,Hector,Arroyo,Bonilla
14634,Olintla,ABDI ABIHUD RAMIREZ PEREZ,2014-02-15,2018-10-14,21107,Abdi Abihud,Ramirez,Perez
14635,Olintla,MIGUEL JUAN SANCHEZ,2018-10-15,2021-10-14,21107,Miguel,Juan,Sanchez
14636,Olintla,ABDI ABIHUD RAMIREZ PEREZ,2021-10-15,2024-10-14,21107,Abdi Abihud,Ramirez,Perez
14637,Olintla,ABDI ABIHUD RAMÍREZ PÉREZ,2024-10-15,2027-10-14,21107,Abdi Abihud,Ramírez,Pérez
14638,Oriental,ARTURO MORENO SEGRESTE,2002-02-15,2005-02-14,21108,Arturo,Moreno,Segreste
14639,Oriental,RAUL PEREZ CARRION,2005-02-15,2008-02-14,21108,Raul,Perez,Carrion
14640,Oriental,JOSE ALEJO GONZALEZ CARREON,2008-02-15,2011-02-14,21108,Jose Alejo,Gonzalez,Carreon
14641,Oriental,GUILLERMO FERNANDEZ TANUS,2011-02-15,2014-02-14,21108,Guillermo,Fernandez,Tanus
14642,Oriental,LEOPOLDO BARRON SALAZAR,2014-02-15,2018-10-14,21108,Leopoldo,Barron,Salazar
14643,Oriental,GUILLERMO POZOS JUAREZ,2018-10-15,2021-10-14,21108,Guillermo,Pozos,Juarez
14644,Oriental,JOSE ALEJO GONZALEZ CARREON,2021-10-15,2024-10-14,21108,Jose Alejo,Gonzalez,Carreon
14645,Oriental,FIDEL FLORES CONCHA,2024-10-15,2027-10-14,21108,Fidel,Flores,Concha
14646,Pahuatlán,MARTINIANO ESTEBAN SANTOS TRINIDAD,2002-02-15,2005-02-14,21109,Martiniano Esteban,Santos,Trinidad
14647,Pahuatlán,JOSE LUIS APARICIO MEJIA,2005-02-15,2008-02-14,21109,Jose Luis,Aparicio,Mejia
14648,Pahuatlán,MARTIN HUMBERTO ORTIZ SANTOS,2008-02-15,2011-02-14,21109,Martin Humberto,Ortiz,Santos
14649,Pahuatlán,MELITON GUZMAN VALLEJO,2011-02-15,2014-02-14,21109,Meliton,Guzman,Vallejo
14650,Pahuatlán,ARTURO HERNANDEZ SANTOS,2014-02-15,2018-10-14,21109,Arturo,Hernandez,Santos
14651,Pahuatlán,MARIA GUADALIPE RAMIREZ APARICIO,2018-10-15,2021-10-14,21109,Maria Guadalipe,Ramirez,Aparicio
14652,Pahuatlán,EDUARDO ROMERO ROMERO,2021-10-15,2027-10-14,21109,Eduardo,Romero,Romero
14653,Palmar de Bravo,DANIEL PAREDES SANCHEZ,2002-02-15,2005-02-14,21110,Daniel,Paredes,Sanchez
14654,Palmar de Bravo,FACUNDO TOMAS CASIMIRO ABUNDIO,2008-02-15,2011-02-14,21110,Facundo Tomas,Casimiro,Abundio
14655,Palmar de Bravo,JULIO EDUARDO MORALES GENES,2011-02-15,2014-02-14,21110,Julio Eduardo,Morales,Genes
14656,Palmar de Bravo,PABLO MORALES UGALDE,2014-02-15,2018-10-14,21110,Pablo,Morales,Ugalde
14657,Palmar de Bravo,HILARIO VICENTE MARTINEZ ALCANTARA,2018-10-15,2021-10-14,21110,Hilario Vicente,Martinez,Alcantara
14658,Palmar de Bravo,ADAN GALDINO SILVA VALERIANO,2021-10-15,2024-10-14,21110,Adan Galdino,Silva,Valeriano
14659,Palmar de Bravo,JUAN CARLOS VARILLAS LIMA,2024-10-15,2027-10-14,21110,Juan Carlos,Varillas,Lima
14660,Pantepec,CELESTINO FRANCISCO DIAZ,2002-02-15,2005-02-14,21111,Celestino,Francisco,Diaz
14661,Pantepec,ISMAEL PEREZ CRUZ,2005-02-15,2008-02-14,21111,Ismael,Perez,Cruz
14662,Pantepec,GERARDO PARRA SOTO,2008-02-15,2011-02-14,21111,Gerardo,Parra,Soto
14663,Pantepec,PORFIRIO CASTRO MATEOS,2011-02-15,2014-02-14,21111,Porfirio,Castro,Mateos
14664,Pantepec,BRAULIO TIENDA GALLEGOS,2014-02-15,2018-10-14,21111,Braulio,Tienda,Gallegos
14665,Pantepec,PORFIRIO CASTRO MATEOS,2018-10-15,2024-10-14,21111,Porfirio,Castro,Mateos
14666,Pantepec,ARACELY GASPAR CRUZ,2024-10-15,2027-10-14,21111,Aracely,Gaspar,Cruz
14667,Petlalcingo,JORGE LUIS VERGARA TAPIA,2002-02-15,2005-02-14,21112,Jorge Luis,Vergara,Tapia
14668,Petlalcingo,FILADELFO VERGARA TAPIA,2005-02-15,2008-02-14,21112,Filadelfo,Vergara,Tapia
14669,Petlalcingo,JUAN CARLOS VERGARA TAPIA,2008-02-15,2011-02-14,21112,Juan Carlos,Vergara,Tapia
14670,Petlalcingo,ISABEL VERGARA TAPIA,2011-02-15,2014-02-14,21112,Isabel,Vergara,Tapia
14671,Petlalcingo,MARCO ANTONIO RODRIGUEZ OROZCO,2014-02-15,2018-10-14,21112,Marco Antonio,Rodriguez,Orozco
14672,Petlalcingo,FILADELFO VERGARA TAPIA,2018-10-15,2021-10-14,21112,Filadelfo,Vergara,Tapia
14673,Petlalcingo,ISABEL VERGARA TAPIA,2021-10-15,2027-10-14,21112,Isabel,Vergara,Tapia
14674,Piaxtla,EMANUEL AQUINO CARRERA,2002-02-15,2005-02-14,21113,Emanuel,Aquino,Carrera
14675,Piaxtla,ARMANDO AQUINO CARRERA,2005-02-15,2008-02-14,21113,Armando,Aquino,Carrera
14676,Piaxtla,DAVID GIL TOVAR,2008-02-15,2011-02-14,21113,David,Gil,Tovar
14677,Piaxtla,JOSE FRANCISCO SANCHEZ LUCERO,2011-02-15,2014-02-14,21113,Jose Francisco,Sanchez,Lucero
14678,Piaxtla,ERIK LUCERO SANCHEZ,2014-02-15,2018-10-14,21113,Erik,Lucero,Sanchez
14679,Piaxtla,ANTONIO VILLA VELIZ,2018-10-15,2021-10-14,21113,Antonio,Villa,Veliz
14680,Piaxtla,MIGUEL ANGEL MACEDA CARRERA,2021-10-15,2024-10-14,21113,Miguel Angel,Maceda,Carrera
14681,Piaxtla,MIGUEL ÁNGEL MACEDA CARRERA,2024-10-15,2027-10-14,21113,Miguel Ángel,Maceda,Carrera
14682,Puebla,GERARDO ALVAREZ DIB,2002-02-15,2002-02-14,21114,Gerardo,Alvarez,Dib
14683,Puebla,LUIS EDUARDO PAREDES MOCTEZUMA,2002-02-15,2005-02-14,21114,Luis Eduardo,Paredes,Moctezuma
14684,Puebla,JOSE ENRIQUE DOGER GUERRERO,2005-02-15,2008-02-14,21114,Jose Enrique,Doger,Guerrero
14685,Puebla,EDUARDO RIVERA PEREZ,2011-02-15,2014-02-14,21114,Eduardo,Rivera,Perez
14686,Puebla,LUIS BANCK SERRATO,2014-02-15,2018-10-14,21114,Luis,Banck,Serrato
14687,Puebla,CLAUDIA RIVERA VIVANCO,2018-10-15,2021-10-14,21114,Claudia,Rivera,Vivanco
14688,Puebla,EDUARDO RIVERA PEREZ,2021-10-15,2024-10-14,21114,Eduardo,Rivera,Perez
14689,Puebla,JOSE CHEDAUI BUDIB,2024-10-15,2027-10-14,21114,Jose,Chedaui,Budib
14690,Quecholac,JOSE ROJAS HERNANDEZ,2002-02-15,2005-02-14,21115,Jose,Rojas,Hernandez
14691,Quecholac,JULIAN ISIDRO CAMARILLO MIRON,2005-02-15,2008-02-14,21115,Julian Isidro,Camarillo,Miron
14692,Quecholac,ALEJANDRO VICENTE TREJO GARCIA,2008-02-15,2011-02-14,21115,Alejandro Vicente,Trejo,Garcia
14693,Quecholac,NESTOR CAMARILLO MEDINA,2014-02-15,2018-10-14,21115,Nestor,Camarillo,Medina
14694,Quecholac,JOSE ALEJANDRO MARTINEZ FUENTES,2018-10-15,2021-10-14,21115,Jose Alejandro,Martinez,Fuentes
14695,Quecholac,JOSE LUIS PEREGRINA FLORES,2021-10-15,2024-10-14,21115,Jose Luis,Peregrina,Flores
14696,Quecholac,MARÍA GUADALUPE MARTÍNEZ GERARDO,2024-10-15,2027-10-14,21115,María Guadalupe,Martínez,Gerardo
14697,Quimixtlán,MARCELO NAHUACATL CASTILLO,2002-02-15,2005-02-14,21116,Marcelo,Nahuacatl,Castillo
14698,Quimixtlán,FERNANDO MUÑOZ PERALTA,2005-02-15,2008-02-14,21116,Fernando,Muñoz,Peralta
14699,Quimixtlán,JULIO GUTIERREZ MONTIEL,2008-02-15,2011-02-14,21116,Julio,Gutierrez,Montiel
14700,Quimixtlán,TOMAS NAVA SUAREZ,2011-02-15,2014-02-14,21116,Tomas,Nava,Suarez
14701,Quimixtlán,JUAN FLORES HERNANDEZ,2014-02-15,2018-10-14,21116,Juan,Flores,Hernandez
14702,Quimixtlán,ARMANDO PIMENTEL GOMEZ,2018-10-15,2024-10-14,21116,Armando,Pimentel,Gomez
14703,Quimixtlán,JOSÉ MARTÍNEZ PIMENTEL,2024-10-15,2027-10-14,21116,José,Martínez,Pimentel
14704,Rafael Lara Grajales,ANTONIO ESPERON MORA,2002-02-15,2005-02-14,21117,Antonio,Esperon,Mora
14705,Rafael Lara Grajales,GABINO ORTIZ PEREZ,2005-02-15,2008-02-14,21117,Gabino,Ortiz,Perez
14706,Rafael Lara Grajales,JUAN ABUNDIO TORRES ALTAMIRANO,2008-02-15,2011-02-14,21117,Juan Abundio,Torres,Altamirano
14707,Rafael Lara Grajales,HORACIO CASTILLO LOPEZ,2011-02-15,2014-02-14,21117,Horacio,Castillo,Lopez
14708,Rafael Lara Grajales,VICTOR MANUEL GASCA ARENAS,2014-02-15,2018-10-14,21117,Victor Manuel,Gasca,Arenas
14709,Rafael Lara Grajales,JORGE ALEJANDRO VERA PALACONS,2018-10-15,2021-10-14,21117,Jorge Alejandro,Vera,Palacons
14710,Rafael Lara Grajales,HORACIO CASTILLO LOPEZ,2021-10-15,2024-10-14,21117,Horacio,Castillo,Lopez
14711,Rafael Lara Grajales,HORACIO CASTILLO LÓPEZ,2024-10-15,2027-10-14,21117,Horacio,Castillo,López
14712,Los Reyes de Juárez,ELISEO MACHORRO ROJAS,2002-02-15,2002-02-14,21118,Eliseo,Machorro,Rojas
14713,Los Reyes de Juárez,MARTIN CONTRERAS CHAMORRO,2002-02-15,2005-02-14,21118,Martin,Contreras,Chamorro
14714,Los Reyes de Juárez,OTHON MACHORRO HUERTA,2005-02-15,2008-02-14,21118,Othon,Machorro,Huerta
14715,Los Reyes de Juárez,ABSALON JUVENCIO RAMOS FUENTES,2008-02-15,2011-02-14,21118,Absalon Juvencio,Ramos,Fuentes
14716,Los Reyes de Juárez,MANUEL HERRERA PONCE,2011-02-15,2014-02-14,21118,Manuel,Herrera,Ponce
14717,Los Reyes de Juárez,RAFAEL RAMOS BAUTISTA,2014-02-15,2018-10-14,21118,Rafael,Ramos,Bautista
14718,Los Reyes de Juárez,MANUEL HERRERA PONCE,2018-10-15,2024-10-14,21118,Manuel,Herrera,Ponce
14719,Los Reyes de Juárez,ALFONSO VÉLEZ MERINO,2024-10-15,2027-10-14,21118,Alfonso,Vélez,Merino
14720,San Andrés Cholula,OMAR EUDOXIO COYOPOL SOLIS,2005-02-15,2008-02-14,21119,Omar Eudoxio,Coyopol,Solis
14721,San Andrés Cholula,DAVID CUAUTLI JIMENEZ,2008-02-15,2013-06-05,21119,David,Cuautli,Jimenez
14722,San Andrés Cholula,JESUS ROMERO TOXQUI,2013-06-06,2014-02-14,21119,Jesus,Romero,Toxqui
14723,San Andrés Cholula,LEONCIO PAISANO ARIAS,2014-02-15,2018-10-14,21119,Leoncio,Paisano,Arias
14724,San Andrés Cholula,EDMUNDO TLATEHUI PERCINO,2021-10-15,2024-10-14,21119,Edmundo,Tlatehui,Percino
14725,San Andrés Cholula,GUADALUPE CUAUTLE TORRES,2024-10-15,2027-10-14,21119,Guadalupe,Cuautle,Torres
14726,San Antonio Cañada,SEVERIANO RAFAEL RIVERA,2002-02-15,2005-02-14,21120,Severiano,Rafael,Rivera
14727,San Antonio Cañada,LEANDRO RAFAEL RIVERA,2005-02-15,2008-02-14,21120,Leandro,Rafael,Rivera
14728,San Antonio Cañada,ADRIAN LINARES IGNACIO,2008-02-15,2011-02-14,21120,Adrian,Linares,Ignacio
14729,San Antonio Cañada,JUAN BOLAÑOS AQUINO,2011-02-15,2014-02-14,21120,Juan,Bolaños,Aquino
14730,San Antonio Cañada,FAUSTO ESPINOZA GALICIA,2014-02-15,2018-10-14,21120,Fausto,Espinoza,Galicia
14731,San Antonio Cañada,BERNARDO AQUINO BELENDEZ,2018-10-15,2021-10-14,21120,Bernardo,Aquino,Belendez
14732,San Antonio Cañada,PEDRO AQUINO BELENDES,2021-10-15,2024-10-14,21120,Pedro,Aquino,Belendes
14733,San Antonio Cañada,ARELI GONZÁLEZ HERNÁNDEZ,2024-10-15,2027-10-14,21120,Areli,González,Hernández
14734,San Diego la Mesa Tochimiltzingo,ARTURO MEJIA GONZALEZ,2002-02-15,2005-02-14,21121,Arturo,Mejia,Gonzalez
14735,San Diego la Mesa Tochimiltzingo,GUADALUPE GARCIA REYES,2005-02-15,2008-02-14,21121,Guadalupe,Garcia,Reyes
14736,San Diego la Mesa Tochimiltzingo,JOSE CRISTINO TORRES GARCIA,2008-02-15,2011-02-14,21121,Jose Cristino,Torres,Garcia
14737,San Diego la Mesa Tochimiltzingo,ENRIQUE RIOS TORRES,2011-02-15,2014-02-14,21121,Enrique,Rios,Torres
14738,San Diego la Mesa Tochimiltzingo,BRAULIO GARCIA LEZAMA,2014-02-15,2018-10-14,21121,Braulio,Garcia,Lezama
14739,San Diego la Mesa Tochimiltzingo,REYNALDO GARCIA CAMPOS,2018-10-15,2024-10-14,21121,Reynaldo,Garcia,Campos
14740,San Diego la Mesa Tochimiltzingo,JUAN HERNÁNDEZ TORRES,2024-10-15,2027-10-14,21121,Juan,Hernández,Torres
14741,San Felipe Teotlalcingo,MELQUIADES CASTRO JUAREZ,2002-02-15,2005-02-14,21122,Melquiades,Castro,Juarez
14742,San Felipe Teotlalcingo,MIGUEL ANGEL LINARES RODRIGUEZ,2005-02-15,2008-02-14,21122,Miguel Angel,Linares,Rodriguez
14743,San Felipe Teotlalcingo,TOMAS SALGADO CORONA,2008-02-15,2011-02-14,21122,Tomas,Salgado,Corona
14744,San Felipe Teotlalcingo,EDGAR AGUIRRE RODRIGUEZ,2011-02-15,2014-02-14,21122,Edgar,Aguirre,Rodriguez
14745,San Felipe Teotlalcingo,MOISES JIMENEZ FUENTES,2014-02-15,2018-10-14,21122,Moises,Jimenez,Fuentes
14746,San Felipe Teotlalcingo,VILULFO ATLIXQUEÑO ZAVALA,2018-10-15,2021-10-14,21122,Vilulfo,Atlixqueño,Zavala
14747,San Felipe Teotlalcingo,NESTOR CORTES GONZALEZ,2021-10-15,2024-10-14,21122,Nestor,Cortes,Gonzalez
14748,San Felipe Teotlalcingo,NÉSTOR CORTEZ GONZÁLEZ,2024-10-15,2027-10-14,21122,Néstor,Cortez,González
14749,San Felipe Tepatlán,PEDRO ARROYO MARQUEZ,2002-02-15,2005-02-14,21123,Pedro,Arroyo,Marquez
14750,San Felipe Tepatlán,PEDRO RIGOBERTO HERNANDEZ SANTOS,2005-02-15,2008-02-14,21123,Pedro Rigoberto,Hernandez,Santos
14751,San Felipe Tepatlán,IGNACIO PINEDA CRUZ,2011-02-15,2014-02-14,21123,Ignacio,Pineda,Cruz
14752,San Felipe Tepatlán,RAMON DAVILA SANTOS,2014-02-15,2018-10-14,21123,Ramon,Davila,Santos
14753,San Felipe Tepatlán,JANETH DAVILA SANTOS,2018-10-15,2021-10-14,21123,Janeth,Davila,Santos
14754,San Felipe Tepatlán,ANTONIO MARQUEZ ZARAGOZA,2021-10-15,2024-10-14,21123,Antonio,Marquez,Zaragoza
14755,San Felipe Tepatlán,LUIS ÁNGEL DAVILA SANTOS,2024-10-15,2027-10-14,21123,Luis Ángel,Davila,Santos
14756,San Gabriel Chilac,JULIO EZEQUIEL ROMERO MARTINEZ,2002-02-15,2005-02-14,21124,Julio Ezequiel,Romero,Martinez
14757,San Gabriel Chilac,ISAIAS HERNANDEZ MARTINEZ,2005-02-15,2008-02-14,21124,Isaias,Hernandez,Martinez
14758,San Gabriel Chilac,EUSTACIO RAUL MARTINEZ HERNANDEZ,2008-02-15,2011-02-14,21124,Eustacio Raul,Martinez,Hernandez
14759,San Gabriel Chilac,GERONIMO EFRAIN SOLANO ESPINOZA,2011-02-15,2014-02-14,21124,Geronimo Efrain,Solano,Espinoza
14760,San Gabriel Chilac,RIGOBERTO DAVID MARTINEZ ROSAS,2014-02-15,2018-10-14,21124,Rigoberto David,Martinez,Rosas
14761,San Gabriel Chilac,MARISELA MARTINEZ RODRIGUEZ,2018-10-15,2021-10-14,21124,Marisela,Martinez,Rodriguez
14762,San Gabriel Chilac,AARON SERTORIO GOMEZ,2021-10-15,2024-10-14,21124,Aaron,Sertorio,Gomez
14763,San Gabriel Chilac,JORGE ALBERTO LEZAMA MARTÍNEZ,2024-10-15,2027-10-14,21124,Jorge Alberto,Lezama,Martínez
14764,San Gregorio Atzompa,JOSE GREGORIO TEAPILA TLAHUEL,2002-02-15,2002-02-14,21125,Jose Gregorio,Teapila,Tlahuel
14765,San Gregorio Atzompa,RITO JORGE MENDEZ GOMEZ,2005-02-15,2008-02-14,21125,Rito Jorge,Mendez,Gomez
14766,San Gregorio Atzompa,JOSE GUADALUPE TEAPILA RAMOS,2008-02-15,2011-02-14,21125,Jose Guadalupe,Teapila,Ramos
14767,San Gregorio Atzompa,MARCOS CUAHUEY MARTINEZ,2011-02-15,2014-02-14,21125,Marcos,Cuahuey,Martinez
14768,San Gregorio Atzompa,HORACIO TLAHUEL ABRAJAN,2014-02-15,2018-10-14,21125,Horacio,Tlahuel,Abrajan
14769,San Gregorio Atzompa,CARLOS MINUTTI PRECOMA,2024-10-15,2027-10-14,21125,Carlos,Minutti,Precoma
14770,San Jerónimo Tecuanipan,JOSE EUGENIO MORALES OCELOTL,2002-02-15,2005-02-14,21126,Jose Eugenio,Morales,Ocelotl
14771,San Jerónimo Tecuanipan,JAVIER APONTE PAREDES,2005-02-15,2008-02-14,21126,Javier,Aponte,Paredes
14772,San Jerónimo Tecuanipan,FREDY LOPEZ PAREDES,2008-02-15,2011-02-14,21126,Fredy,Lopez,Paredes
14773,San Jerónimo Tecuanipan,FELIPE JAVIER TELLEZ RAMIREZ,2011-02-15,2014-02-14,21126,Felipe Javier,Tellez,Ramirez
14774,San Jerónimo Tecuanipan,PORFIRIO AGUILAR TLALTECATL,2014-02-15,2018-10-14,21126,Porfirio,Aguilar,Tlaltecatl
14775,San Jerónimo Tecuanipan,FELIPE APONTE TELLES,2018-10-15,2021-10-14,21126,Felipe,Aponte,Telles
14776,San Jerónimo Tecuanipan,ANGEL CUANALO APONTE,2021-10-15,2024-10-14,21126,Angel,Cuanalo,Aponte
14777,San Jerónimo Tecuanipan,MÁXIMO APONTE TÉLLEZ,2024-10-15,2027-10-14,21126,Máximo,Aponte,Téllez
14778,San Jerónimo Xayacatlán,LUIS PALACIOS RODRIGUEZ,2002-02-15,2005-02-14,21127,Luis,Palacios,Rodriguez
