2015,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2015,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,1,2,0,5,3,2,3,5,8,6,3
2015,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2015,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,2,2,2,7,3,2,6,9,8,6,7
2015,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2015,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,2,3,7,2,6,6,0,3,4,4,4,8
2016,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,8,9,7,8,6,7,6,3,4,4,5,6
2016,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2017,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2017,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,10,6,4,6,2,7,10,4,7,7,8,10
2017,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2017,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,3,5,2,6,9,15,9,8,8,7,10,4
2017,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2017,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2018,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,5,2,5,1,3,5,12,5,5,4,0,1
2018,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,7,7,6,4,9,5,14,16,17,15,8,6
2018,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,3,2,1,4,2,7,4,2,6,4,3,1
2018,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,7,4,7,5,1,2,2,3,6,4,8,2
2018,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2018,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,1,1,0,0,2,2,0,1,0,2,1
2019,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,5,3,11,4,0,0,13,5,6,0,6,7
2019,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,8,2,1,2,0,0,1,1,0,2,0,0
2019,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,1,3,4,6,2,2,5,0,2,3,6,2
2019,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2020,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,2,2,1,0,0,0,2,1,,,,
2020,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,11,7,1,0,0,2,0,11,,,,
2020,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,2,0,0,0,2,2,2,,,,
2020,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,3,8,3,0,1,3,3,4,,,,
2020,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,,,,
2020,27,Tabasco,27014,Paraíso,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,,,,
