2015,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,2,2,1,1,3,0,3,0,0,0
2015,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,13,24,11,13,9,8,13,13,13,16,14,24
2015,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,1,0,0,0,0,0
2015,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,1,0,1,1,2,1,1,1,2,1,2,5
2015,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2015,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,3,1,0,1,1,5,2,2,2,3
2016,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,20,26,17,23,23,33,26,20,32,17,20,27
2016,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,1,3,1,1,0,0,1,1,2,0,1
2016,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2017,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,3,5,1,1,4,1,4,1,1,10
2017,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,37,41,39,39,40,23,40,32,49,34,14,35
2017,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,1,0,0,0,0
2017,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,2,0,0,4,2,4,0,0,1,0,3,1
2017,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2017,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2018,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,6,1,2,3,4,3,7,2,5,8,5,7
2018,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,28,18,22,23,18,12,19,16,30,25,28,19
2018,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,1,0,1,0,0,0,0,1,2,1,1,0
2018,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,2,2,1,2,7,4,4,2,4,5,3,12
2018,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2018,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,29,Tlaxcala,29005,Apizaco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,5,1,5,4,1,2,4,3,1,2,2,1
