2015,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2015,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,2,1,5,1,1,4,7,3,5,6,9,10
2015,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2015,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2015,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2015,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0,0,0,0,1,0,1,0,0
2016,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,6,0,5,0,0,0,1,2,3,16,8
2016,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,0,0,0,0,0,0,0,1,2
2016,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,13,0,0,4,1,0,0,0,10,21,21
2016,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2016,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2017,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,1,1,1,0,1,0,0,2,1,2
2017,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,8,0,24,10,9,6,6,10,7,14,6,9
2017,23,Quintana Roo,23008,Solidaridad,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,0,0,0,1,0,0,0,0,0,0,0,1
