2018,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,10
2018,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1
2018,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,11
2018,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,1
2018,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,13
2018,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,19
2018,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,284
2018,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,40
2018,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,89
2018,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,8
2018,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0
2018,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0
