id,state.name,state.code,name,full_code
424,Guerrero,12,Acatepec,12076
425,Guerrero,12,Marquelia,12077
426,Guerrero,12,Cochoapa el Grande,12078
427,Guerrero,12,José Joaquín de Herrera,12079
428,Guerrero,12,Juchitán,12080
429,Guerrero,12,Iliatenco,12081
432,Hidalgo,13,Actopan,13003
433,Hidalgo,13,Agua Blanca de Iturbide,13004
434,Hidalgo,13,Ajacuba,13005
435,Hidalgo,13,Alfajayucan,13006
436,Hidalgo,13,Almoloya,13007
437,Hidalgo,13,Apan,13008
440,Hidalgo,13,Atlapexco,13011
443,Hidalgo,13,Calnali,13014
444,Hidalgo,13,Cardonal,13015
446,Hidalgo,13,Chapantongo,13017
447,Hidalgo,13,Chapulhuacán,13018
448,Hidalgo,13,Chilcuautla,13019
449,Hidalgo,13,Eloxochitlán,13020
450,Hidalgo,13,Emiliano Zapata,13021
451,Hidalgo,13,Epazoyucan,13022
452,Hidalgo,13,Huasca de Ocampo,13024
453,Hidalgo,13,Huautla,13025
455,Hidalgo,13,Huehuetla,13027
457,Hidalgo,13,Huichapan,13029
458,Hidalgo,13,Ixmiquilpan,13030
459,Hidalgo,13,Jacala de Ledezma,13031
460,Hidalgo,13,Jaltocán,13032
462,Hidalgo,13,Lolotla,13034
463,Hidalgo,13,Metepec,13035
464,Hidalgo,13,San Agustín Metzquititlán,13036
465,Hidalgo,13,Metztitlán,13037
467,Hidalgo,13,Mineral del Monte,13039
468,Hidalgo,13,La Misión,13040
470,Hidalgo,13,Molango de Escamilla,13042
471,Hidalgo,13,Nicolás Flores,13043
473,Hidalgo,13,Omitlán de Juárez,13045
475,Hidalgo,13,Pacula,13047
478,Hidalgo,13,Progreso de Obregón,13050
388,Guerrero,12,Leonardo Bravo,12040
2128,Veracruz,30,Texhuacán,30171
505,Hidalgo,13,Tulancingo de Bravo,13077
549,Jalisco,14,Guadalajara,14039
483,Hidalgo,13,Santiago de Anaya,13055
485,Hidalgo,13,Singuilucan,13057
486,Hidalgo,13,Tasquillo,13058
487,Hidalgo,13,Tecozautla,13059
489,Hidalgo,13,Tepeapulco,13061
491,Hidalgo,13,Tepeji del Río de Ocampo,13063
492,Hidalgo,13,Tepetitlán,13064
493,Hidalgo,13,Tetepango,13065
494,Hidalgo,13,Villa de Tezontepec,13066
496,Hidalgo,13,Tianguistengo,13068
499,Hidalgo,13,Tlahuiltepa,13071
500,Hidalgo,13,Tlanalapa,13072
501,Hidalgo,13,Tlanchinol,13073
502,Hidalgo,13,Tlaxcoapan,13074
503,Hidalgo,13,Tolcayuca,13075
506,Hidalgo,13,Xochiatipan,13078
507,Hidalgo,13,Xochicoatlán,13079
508,Hidalgo,13,Yahualica,13080
510,Hidalgo,13,Zapotlán de Juárez,13082
511,Hidalgo,13,Zempoala,13083
513,Jalisco,14,Acatic,14001
514,Jalisco,14,Acatlán de Juárez,14002
515,Jalisco,14,Ahualulco de Mercado,14003
516,Jalisco,14,Amacueca,14004
517,Jalisco,14,Amatitán,14005
518,Jalisco,14,Ameca,14006
520,Jalisco,14,Arandas,14008
521,Jalisco,14,Atemajac de Brizuela,14010
522,Jalisco,14,Atengo,14011
523,Jalisco,14,Atenguillo,14012
525,Jalisco,14,Atoyac,14014
526,Jalisco,14,Autlán de Navarro,14015
527,Jalisco,14,Ayotlán,14016
529,Jalisco,14,La Barca,14018
530,Jalisco,14,Bolaños,14019
531,Jalisco,14,Cabo Corrientes,14020
532,Jalisco,14,Casimiro Castillo,14021
533,Jalisco,14,Cihuatlán,14022
535,Jalisco,14,Colotlán,14025
538,Jalisco,14,Cuautla,14028
539,Jalisco,14,Cuquío,14029
540,Jalisco,14,Chapala,14030
541,Jalisco,14,Chimaltitán,14031
542,Jalisco,14,Chiquilistlán,14032
544,Jalisco,14,Ejutla,14034
545,Jalisco,14,Encarnación de Díaz,14035
546,Jalisco,14,Etzatlán,14036
547,Jalisco,14,El Grullo,14037
548,Jalisco,14,Guachinango,14038
552,Jalisco,14,Huejuquilla el Alto,14042
553,Jalisco,14,La Huerta,14043
554,Jalisco,14,Ixtlahuacán de los Membrillos,14044
555,Jalisco,14,Ixtlahuacán del Río,14045
556,Jalisco,14,Jalostotitlán,14046
557,Jalisco,14,Jamay,14047
559,Jalisco,14,Jocotepec,14050
561,Jalisco,14,Juchitlán,14052
563,Jalisco,14,El Limón,14054
564,Jalisco,14,Magdalena,14055
566,Jalisco,14,La Manzanilla de la Paz,14057
567,Jalisco,14,Mascota,14058
569,Jalisco,14,Mexticacán,14060
570,Jalisco,14,Mezquitic,14061
571,Jalisco,14,Mixtlán,14062
573,Jalisco,14,Ojuelos de Jalisco,14064
100,Chiapas,07,La Concordia,07020
482,Hidalgo,13,San Salvador,13054
2135,Veracruz,30,Tlacotepec de Mejía,30179
578,Jalisco,14,Quitupan,14069
600,Jalisco,14,Tepatitlán de Morelos,14093
579,Jalisco,14,El Salto,14070
604,Jalisco,14,Tlajomulco de Zúñiga,14097
626,Jalisco,14,Zapopan,14120
633,México,15,Acolman,15002
580,Jalisco,14,San Cristóbal de la Barranca,14071
644,México,15,Atizapán de Zaragoza,15013
645,México,15,Atlacomulco,15014
660,México,15,Chicoloapan,15029
583,Jalisco,14,San Julián,14074
662,México,15,Chimalhuacán,15031
584,Jalisco,14,San Martín de Bolaños,14076
586,Jalisco,14,San Miguel el Alto,14078
587,Jalisco,14,San Sebastián del Oeste,14080
664,México,15,Ecatepec de Morelos,15033
588,Jalisco,14,Santa María de los Ángeles,14081
589,Jalisco,14,Sayula,14082
590,Jalisco,14,Tala,14083
593,Jalisco,14,Tapalpa,14086
594,Jalisco,14,Tecalitlán,14087
596,Jalisco,14,Techaluta de Montenegro,14089
597,Jalisco,14,Tenamaxtlán,14090
598,Jalisco,14,Teocaltiche,14091
666,México,15,Huehuetoca,15035
601,Jalisco,14,Tequila,14094
602,Jalisco,14,Teuchitlán,14095
606,Jalisco,14,Tolimán,14099
607,Jalisco,14,Tomatlán,14100
609,Jalisco,14,Tonila,14103
610,Jalisco,14,Totatiche,14104
611,Jalisco,14,Tototlán,14105
612,Jalisco,14,Tuxcacuesco,14106
613,Jalisco,14,Tuxcueca,14107
614,Jalisco,14,Tuxpan,14108
616,Jalisco,14,Unión de Tula,14110
617,Jalisco,14,Valle de Guadalupe,14111
619,Jalisco,14,San Gabriel,14113
620,Jalisco,14,Villa Corona,14114
621,Jalisco,14,Villa Guerrero,14115
622,Jalisco,14,Villa Hidalgo,14116
625,Jalisco,14,Zacoalco de Torres,14119
627,Jalisco,14,Zapotiltic,14121
629,Jalisco,14,Zapotlán del Rey,14123
630,Jalisco,14,Zapotlanejo,14124
632,México,15,Acambay,15001
634,México,15,Aculco,15003
635,México,15,Almoloya de Alquisiras,15004
637,México,15,Almoloya del Río,15006
638,México,15,Amanalco,15007
639,México,15,Amatepec,15008
641,México,15,Apaxco,15010
646,México,15,Atlautla,15015
648,México,15,Ayapango,15017
649,México,15,Calimaya,15018
650,México,15,Capulhuac,15019
652,México,15,Coatepec Harinas,15021
653,México,15,Cocotitlán,15022
654,México,15,Coyotepec,15023
657,México,15,Chapa de Mota,15026
658,México,15,Chapultepec,15027
659,México,15,Chiautla,15028
665,México,15,Ecatzingo,15034
667,México,15,Hueypoxtla,15036
577,Jalisco,14,Villa Purificación,14068
2149,Veracruz,30,Villa Aldama,30194
736,México,15,Valle de Bravo,15110
674,México,15,Xalatlaco,15043
675,México,15,Jaltenco,15044
676,México,15,Jilotepec,15045
678,México,15,Jiquipilco,15047
679,México,15,Jocotitlán,15048
681,México,15,Juchitepec,15050
686,México,15,Naucalpan de Juárez,15057
683,México,15,Malinalco,15052
684,México,15,Melchor Ocampo,15053
689,México,15,Nicolás Romero,15060
700,México,15,San Felipe del Progreso,15074
707,México,15,Tecámac,15081
690,México,15,Nopaltepec,15061
691,México,15,Ocoyoacac,15062
692,México,15,Ocuilan,15063
693,México,15,Otumba,15065
694,México,15,Otzoloapan,15066
696,México,15,Ozumba,15068
698,México,15,Polotitlán,15071
713,México,15,Temoaya,15087
682,México,15,Lerma,15051
703,México,15,San Simón de Guerrero,15077
704,México,15,Santo Tomás,15078
705,México,15,Soyaniquilpan de Juárez,15079
706,México,15,Sultepec,15080
732,México,15,Toluca,15106
708,México,15,Tejupilco,15082
709,México,15,Temamatla,15083
710,México,15,Temascalapa,15084
735,México,15,Tultitlán,15109
714,México,15,Tenancingo,15088
715,México,15,Tenango del Aire,15089
716,México,15,Tenango del Valle,15090
717,México,15,Teoloyucán,15091
718,México,15,Teotihuacán,15092
720,México,15,Tepetlixpa,15094
745,México,15,Zumpango,15120
722,México,15,Tequixquiac,15096
755,Michoacán,16,Apatzingán,16006
723,México,15,Texcaltitlán,15097
724,México,15,Texcalyacac,15098
673,México,15,Ixtlahuaca,15042
726,México,15,Tezoyuca,15100
728,México,15,Timilpan,15102
729,México,15,Tlalmanalco,15103
731,México,15,Tlatlaya,15105
733,México,15,Tonatico,15107
737,México,15,Villa de Allende,15111
740,México,15,Xonacatlán,15115
741,México,15,Zacazonapan,15116
744,México,15,Zumpahuacán,15119
748,México,15,Luvianos,15123
750,México,15,Tonanitla,15125
751,Michoacán,16,Acuitzio,16001
752,Michoacán,16,Aguililla,16002
754,Michoacán,16,Angangueo,16005
756,Michoacán,16,Aporo,16007
757,Michoacán,16,Aquila,16008
758,Michoacán,16,Ario,16009
760,Michoacán,16,Buenavista,16012
761,Michoacán,16,Carácuaro,16013
762,Michoacán,16,Coahuayana,16014
764,Michoacán,16,Coeneo,16016
2322,Chiapas,07,Juárez,07048
768,Michoacán,16,Cuitzeo,16020
798,Michoacán,16,Morelia,16053
770,Michoacán,16,Charo,16022
843,Michoacán,16,Uruapan,16102
852,Michoacán,16,Zitácuaro,16112
859,Morelos,17,Cuernavaca,17007
771,Michoacán,16,Chavinda,16023
772,Michoacán,16,Cherán,16024
773,Michoacán,16,Chilchota,16025
775,Michoacán,16,Chucándiro,16027
776,Michoacán,16,Churintzio,16028
778,Michoacán,16,Ecuandureo,16030
779,Michoacán,16,Epitacio Huerta,16031
780,Michoacán,16,Erongarícuaro,16032
782,Michoacán,16,La Huacana,16035
783,Michoacán,16,Huandacareo,16036
785,Michoacán,16,Huetamo,16038
786,Michoacán,16,Huiramba,16039
787,Michoacán,16,Indaparapeo,16040
788,Michoacán,16,Irimbo,16041
789,Michoacán,16,Ixtlán,16042
791,Michoacán,16,Jiquilpan,16045
793,Michoacán,16,Lagunillas,16048
795,Michoacán,16,Maravatío,16050
796,Michoacán,16,Marcos Castellanos,16051
799,Michoacán,16,Múgica,16055
801,Michoacán,16,Nocupétaro,16057
803,Michoacán,16,Nuevo Urecho,16059
804,Michoacán,16,Numarán,16060
805,Michoacán,16,Pajacuarán,16062
806,Michoacán,16,Panindícuaro,16063
808,Michoacán,16,Paracho,16065
809,Michoacán,16,Pátzcuaro,16066
810,Michoacán,16,Penjamillo,16067
811,Michoacán,16,Peribán,16068
813,Michoacán,16,Purépero,16070
814,Michoacán,16,Puruándiro,16071
816,Michoacán,16,Quiroga,16073
817,Michoacán,16,Cojumatlán de Régules,16074
818,Michoacán,16,Los Reyes,16075
819,Michoacán,16,Sahuayo,16076
820,Michoacán,16,Santa Ana Maya,16078
822,Michoacán,16,Senguio,16080
825,Michoacán,16,Tancítaro,16083
826,Michoacán,16,Tangamandapio,16084
827,Michoacán,16,Tangancícuaro,16085
828,Michoacán,16,Tanhuato,16086
