Estados Unidos Mexicanos,40 352 565,,,
Seguro,,,11 508 797, 28.5
Inseguro,,,28 765 956, 71.3
,,,,
Aguascalientes,,,,
Aguascalientes, 574 090,,,
Seguro,,, 255 125, 44.4
Inseguro,,, 313 769, 54.7
,,,,
Baja California,,,,
Mexicali, 582 655,,,
Seguro,,, 240 436, 41.3
Inseguro,,, 338 595, 58.1
Tijuana,1 108 220,,,
Seguro,,, 263 101, 23.7
Inseguro,,, 845 119, 76.3
,,,,
Baja California Sur,,,,
La Paz, 215 292,,,
Seguro,,, 84 799, 39.4
Inseguro,,, 130 040, 60.4
Los Cabos1, 125 772,,,
Seguro,,, 79 228, 63.0
Inseguro,,, 43 238, 34.4
,,,,
Campeche,,,,
San Francisco de Campeche, 188 152,,,
Seguro,,, 96 883, 51.5
Inseguro,,, 91 006, 48.4
Ciudad del Carmen, 141 146,,,
Seguro,,, 38 147, 27.0
Inseguro,,, 102 999, 73.0
,,,,
Coahuila de Zaragoza,,,,
Saltillo, 587 555,,,
Seguro,,, 395 833, 67.4
Inseguro,,, 189 913, 32.3
La Laguna2, 766 753,,,
Seguro,,, 382 691, 49.9
Inseguro,,, 384 062, 50.1
Piedras Negras, 113 809,,,
Seguro,,, 66 458, 58.4
Inseguro,,, 47 351, 41.6
,,,,
Colima,,,,
Colima, 215 376,,,
Seguro,,, 80 559, 37.4
Inseguro,,, 134 146, 62.3
Manzanillo, 109 032,,,
Seguro,,, 35 297, 32.4
Inseguro,,, 73 735, 67.6
,,,,
Chiapas,,,,
Tuxtla Gutiérrez, 483 111,,,
Seguro,,, 109 500, 22.7
Inseguro,,, 373 611, 77.3
Tapachula, 175 714,,,
Seguro,,, 25 042, 14.3
Inseguro,,, 150 430, 85.6
,,,,
Chihuahua,,,,
Chihuahua, 630 536,,,
Seguro,,, 202 427, 32.1
Inseguro,,, 428 109, 67.9
Juárez,1 045 253,,,
Seguro,,, 265 915, 25.4
Inseguro,,, 779 338, 74.6
,,,,
Ciudad de México,,,,
Región Norte,,,,
