Estados Unidos Mexicanos,36 370 253,  ,  ,  
   Seguro,  ,  ,8 668 958,23.8
   Inseguro,  ,  ,27 648 186,76.0
  ,  ,  ,  ,  
Aguascalientes,  ,  ,  ,  
Aguascalientes , 562 146,  ,  ,  
   Seguro,  ,  , 231 792,41.2
   Inseguro,  ,  , 330 354,58.8
  ,  ,  ,  ,  
Baja California,  ,  ,  ,  
Mexicali, 562 815,  ,  ,  
   Seguro,  ,  , 44 716,7.9
   Inseguro,  ,  , 518 099,92.1
Tijuana,1 079 173,  ,  ,  
   Seguro,  ,  , 248 595,23.0
   Inseguro,  ,  , 830 578,77.0
  ,  ,  ,  ,  
Baja California Sur,  ,  ,  ,  
La Paz, 200 845,  ,  ,  
   Seguro,  ,  , 53 674,26.7
   Inseguro,  ,  , 146 899,73.1
Los Cabos1, 122 693,  ,  ,  
   Seguro,  ,  , 41 057,33.5
   Inseguro,  ,  , 81 182,66.2
  ,  ,  ,  ,  
Campeche,  ,  ,  ,  
San Francisco de Campeche, 175 110,  ,  ,  
   Seguro,  ,  , 96 669,55.2
   Inseguro,  ,  , 77 677,44.4
Ciudad del Carmen, 136 190,  ,  ,  
   Seguro,  ,  , 23 587,17.3
   Inseguro,  ,  , 112 603,82.7
  ,  ,  ,  ,  
Coahuila de Zaragoza,  ,  ,  ,  
Saltillo, 564 757,  ,  ,  
   Seguro,  ,  , 326 443,57.8
   Inseguro,  ,  , 238 314,42.2
La Laguna2, 759 120,  ,  ,  
   Seguro,  ,  , 385 431,50.8
   Inseguro,  ,  , 372 680,49.1
Piedras Negras, 114 701,  ,  ,  
   Seguro,  ,  , 75 327,65.7
   Inseguro,  ,  , 39 374,34.3
  ,  ,  ,  ,  
Colima,  ,  ,  ,  
Colima , 207 019,  ,  ,  
   Seguro,  ,  , 60 210,29.1
   Inseguro,  ,  , 146 809,70.9
Manzanillo, 103 586,  ,  ,  
   Seguro,  ,  , 24 866,24.0
   Inseguro,  ,  , 78 720,76.0
  ,  ,  ,  ,  
Chiapas,  ,  ,  ,  
Tuxtla Gutiérrez, 454 994,  ,  ,  
   Seguro,  ,  , 94 974,20.9
   Inseguro,  ,  , 356 181,78.3
Tapachula, 162 175,  ,  ,  
   Seguro,  ,  , 17 292,10.7
   Inseguro,  ,  , 143 341,88.4
  ,  ,  ,  ,  
Chihuahua,  ,  ,  ,  
Chihuahua , 607 327,  ,  ,  
   Seguro,  ,  , 178 699,29.4
   Inseguro,  ,  , 428 628,70.6
