Estados Unidos Mexicanos,  41 361 004,,,
Seguro,,, 13 071 974,31.6
Inseguro,,, 28 151 916,68.1
,,,,
Aguascalientes,,,,
Aguascalientes,  603 944,,,
Seguro,,,  312 954,51.8
Inseguro,,,  290 990,48.2
,,,,
Baja California,,,,
Mexicali,  580 109,,,
Seguro,,,  211 550,36.5
Inseguro,,,  365 695,63.0
Tijuana, 1 163 243,,,
Seguro,,,  199 844,17.2
Inseguro,,,  958 589,82.4
,,,,
Baja California Sur,,,,
La Paz,  222 119,,,
Seguro,,,  149 871,67.5
Inseguro,,,  70 626,31.8
Los Cabos1,  139 545,,,
Seguro,,,  113 738,81.5
Inseguro,,,  24 149,17.3
,,,,
Campeche,,,,
San Francisco de Campeche,  197 844,,,
Seguro,,,  117 018,59.1
Inseguro,,,  78 989,39.9
Ciudad del Carmen,  147 017,,,
Seguro,,,  50 870,34.6
Inseguro,,,  95 117,64.7
,,,,
Coahuila de Zaragoza,,,,
Saltillo,  625 928,,,
Seguro,,,  432 758,69.1
Inseguro,,,  193 170,30.9
La Laguna2,  801 742,,,
Seguro,,,  385 388,48.1
Inseguro,,,  416 354,51.9
Piedras Negras,  120 310,,,
Seguro,,,  69 053,57.4
Inseguro,,,  51 257,42.6
,,,,
Colima,,,,
Colima,  222 478,,,
Seguro,,,  62 397,28.0
Inseguro,,,  159 846,71.8
Manzanillo,  112 232,,,
Seguro,,,  41 580,37.0
Inseguro,,,  70 652,63.0
,,,,
Chiapas,,,,
Tuxtla Gutiérrez,  496 996,,,
Seguro,,,  134 736,27.1
Inseguro,,,  358 693,72.2
Tapachula,  171 435,,,
Seguro,,,  35 496,20.7
Inseguro,,,  135 384,79.0
,,,,
Chihuahua,,,,
Chihuahua,  650 605,,,
Seguro,,,  255 625,39.3
Inseguro,,,  394 980,60.7
Juárez, 1 039 661,,,
Seguro,,,  273 100,26.3
Inseguro,,,  766 561,73.7
,,,,
Ciudad de México,,,,
Región Norte,,,,
Gustavo A. Madero,  965 502,,,
Seguro,,,  275 702,28.6
Inseguro,,,  685 693,71.0
Iztacalco,  303 966,,,
Seguro,,,  73 080,24.0
Inseguro,,,  229 892,75.6
Venustiano Carranza,  330 875,,,
Seguro,,,  101 989,30.8
Inseguro,,,  228 886,69.2
Región Sur,,,,
Benito Juárez,  329 553,,,
Seguro,,,  213 161,64.7
Inseguro,,,  116 392,35.3
Coyoacán,  501 941,,,
Seguro,,,  204 609,40.8
Inseguro,,,  297 332,59.2
La Magdalena Contreras,  184 756,,,
Seguro,,,  61 049,33.0
Inseguro,,,  123 707,67.0
Tlalpan,  481 960,,,
Seguro,,,  123 801,25.7
Inseguro,,,  357 294,74.1
