Estados Unidos Mexicanos,  36 869 197,  ,  ,  
   Seguro,  ,  , 8 841 013,24.0
   Inseguro,  ,  , 27 966 963,75.9
  ,  ,  ,  ,  
Aguascalientes,  ,  ,  ,  
Aguascalientes ,  561 240,  ,  ,  
   Seguro,  ,  ,  224 682,40.0
   Inseguro,  ,  ,  336 558,60.0
  ,  ,  ,  ,  
Baja California,  ,  ,  ,  
Mexicali,  552 389,  ,  ,  
   Seguro,  ,  ,  119 645,21.7
   Inseguro,  ,  ,  432 744,78.3
Tijuana, 1 127 330,  ,  ,  
   Seguro,  ,  ,  254 755,22.6
   Inseguro,  ,  ,  870 586,77.2
  ,  ,  ,  ,  
Baja California Sur,  ,  ,  ,  
La Paz,  205 468,  ,  ,  
   Seguro,  ,  ,  77 119,37.5
   Inseguro,  ,  ,  124 382,60.5
Los Cabos1,  125 137,  ,  ,  
   Seguro,  ,  ,  66 813,53.4
   Inseguro,  ,  ,  57 281,45.8
  ,  ,  ,  ,  
Campeche,  ,  ,  ,  
San Francisco de Campeche,  182 355,  ,  ,  
   Seguro,  ,  ,  94 644,51.9
   Inseguro,  ,  ,  87 711,48.1
Ciudad del Carmen,  138 380,  ,  ,  
   Seguro,  ,  ,  41 501,30.0
   Inseguro,  ,  ,  96 879,70.0
  ,  ,  ,  ,  
Coahuila de Zaragoza,  ,  ,  ,  
Saltillo,  582 459,  ,  ,  
   Seguro,  ,  ,  382 544,65.7
   Inseguro,  ,  ,  199 915,34.3
La Laguna2,  781 084,  ,  ,  
   Seguro,  ,  ,  333 504,42.7
   Inseguro,  ,  ,  446 624,57.2
Piedras Negras,  108 657,  ,  ,  
   Seguro,  ,  ,  55 747,51.3
   Inseguro,  ,  ,  52 910,48.7
  ,  ,  ,  ,  
Colima,  ,  ,  ,  
Colima ,  208 461,  ,  ,  
   Seguro,  ,  ,  60 002,28.8
   Inseguro,  ,  ,  147 785,70.9
Manzanillo,  106 786,  ,  ,  
   Seguro,  ,  ,  35 831,33.6
   Inseguro,  ,  ,  70 955,66.4
  ,  ,  ,  ,  
Chiapas,  ,  ,  ,  
Tuxtla Gutiérrez,  442 456,  ,  ,  
   Seguro,  ,  ,  106 192,24.0
   Inseguro,  ,  ,  336 264,76.0
Tapachula,  169 154,  ,  ,  
   Seguro,  ,  ,  21 356,12.6
   Inseguro,  ,  ,  147 798,87.4
  ,  ,  ,  ,  
Chihuahua,  ,  ,  ,  
Chihuahua ,  626 226,  ,  ,  
   Seguro,  ,  ,  181 952,29.1
   Inseguro,  ,  ,  444 274,70.9
Juárez,  952 067,  ,  ,  
   Seguro,  ,  ,  259 354,27.2
   Inseguro,  ,  ,  692 713,72.8
  ,  ,  ,  ,  
Ciudad de México,  ,  ,  ,  
Norte3, 1 521 746,  ,  ,  
   Seguro,  ,  ,  94 739,6.2
   Inseguro,  ,  , 1 425 695,93.7
Sur4, 1 508 615,  ,  ,  
   Seguro,  ,  ,  138 498,9.2
   Inseguro,  ,  , 1 370 117,90.8
Oriente5, 2 053 115,  ,  ,  
   Seguro,  ,  ,  128 764,6.3
   Inseguro,  ,  , 1 924 351,93.7
Poniente6, 1 751 067,  ,  ,  
   Seguro,  ,  ,  203 733,11.6
   Inseguro,  ,  , 1 547 334,88.4
  ,  ,  ,  ,  
Durango,  ,  ,  ,  
Durango ,  385 964,  ,  ,  
   Seguro,  ,  ,  180 355,46.7
   Inseguro,  ,  ,  205 609,53.3
La Laguna2,  781 084,  ,  ,  
   Seguro,  ,  ,  333 504,42.7
   Inseguro,  ,  ,  446 624,57.2
  ,  ,  ,  ,  
Guanajuato,  ,  ,  ,  
León de los Aldama, 1 021 928,  ,  ,  
   Seguro,  ,  ,  199 657,19.5
   Inseguro,  ,  ,  820 761,80.3
Guanajuato ,  84 941,  ,  ,  
   Seguro,  ,  ,  15 298,18.0
   Inseguro,  ,  ,  69 367,81.7
  ,  ,  ,  ,  
Guerrero,  ,  ,  ,  
Acapulco de Juárez,  503 464,  ,  ,  
   Seguro,  ,  ,  63 614,12.6
   Inseguro,  ,  ,  439 850,87.4
Chilpancingo de los Bravo,  136 047,  ,  ,  
   Seguro,  ,  ,  14 831,10.9
   Inseguro,  ,  ,  121 216,89.1
Ixtapa-Zihuatanejo,  68 465,  ,  ,  
   Seguro,  ,  ,  14 572,21.3
   Inseguro,  ,  ,  53 893,78.7
  ,  ,  ,  ,  
Hidalgo,  ,  ,  ,  
Pachuca de Soto,  284 211,  ,  ,  
   Seguro,  ,  ,  104 186,36.7
   Inseguro,  ,  ,  180 025,63.3
  ,  ,  ,  ,  
Jalisco,  ,  ,  ,  
Guadalajara, 1 252 637,  ,  ,  
   Seguro,  ,  ,  219 874,17.6
   Inseguro,  ,  , 1 032 763,82.4
Tonalá,  324 544,  ,  ,  
   Seguro,  ,  ,  71 363,22.0
   Inseguro,  ,  ,  253 181,78.0
Tlajomulco de Zúñiga,  58 362,  ,  ,  
   Seguro,  ,  ,  12 403,21.3
   Inseguro,  ,  ,  45 792,78.5
San Pedro Tlaquepaque,  442 841,  ,  ,  
   Seguro,  ,  ,  113 082,25.5
   Inseguro,  ,  ,  329 759,74.5
Zapopan,  890 398,  ,  ,  
   Seguro,  ,  ,  230 711,25.9
   Inseguro,  ,  ,  657 235,73.8
Puerto Vallarta,  168 249,  ,  ,  
   Seguro,  ,  ,  106 684,63.4
   Inseguro,  ,  ,  61 565,36.6
  ,  ,  ,  ,  
Estado de México,  ,  ,  ,  
Toluca de Lerdo,  953 691,  ,  ,  
   Seguro,  ,  ,  169 047,17.7
   Inseguro,  ,  ,  784 644,82.3
Ecatepec de Morelos, 1 442 477,  ,  ,  
   Seguro,  ,  ,  100 418,7.0
   Inseguro,  ,  , 1 342 059,93.0
Ciudad Nezahualcóyotl,  951 848,  ,  ,  
   Seguro,  ,  ,  168 401,17.7
   Inseguro,  ,  ,  779 765,81.9
  ,  ,  ,  ,  
Michoacán de Ocampo,  ,  ,  ,  
Morelia,  497 947,  ,  ,  
   Seguro,  ,  ,  154 692,31.1
   Inseguro,  ,  ,  341 643,68.6
Uruapan,  192 212,  ,  ,  
   Seguro,  ,  ,  34 355,17.9
   Inseguro,  ,  ,  157 026,81.7
Lázaro Cárdenas,  103 084,  ,  ,  
   Seguro,  ,  ,  19 223,18.6
   Inseguro,  ,  ,  83 861,81.4
  ,  ,  ,  ,  
Morelos,  ,  ,  ,  
Cuernavaca,  604 975,  ,  ,  
   Seguro,  ,  ,  99 564,16.5
   Inseguro,  ,  ,  505 411,83.5
  ,  ,  ,  ,  
Nayarit,  ,  ,  ,  
Tepic,  304 422,  ,  ,  
   Seguro,  ,  ,  60 559,19.9
   Inseguro,  ,  ,  243 863,80.1
  ,  ,  ,  ,  
Nuevo León,  ,  ,  ,  
Monterrey,  957 352,  ,  ,  
   Seguro,  ,  ,  247 305,25.8
   Inseguro,  ,  ,  706 370,73.8
San Pedro Garza García,  115 717,  ,  ,  
   Seguro,  ,  ,  76 958,66.5
   Inseguro,  ,  ,  38 759,33.5
Apodaca,  365 658,  ,  ,  
   Seguro,  ,  ,  132 749,36.3
   Inseguro,  ,  ,  232 909,63.7
Guadalupe,  575 715,  ,  ,  
   Seguro,  ,  ,  235 929,41.0
   Inseguro,  ,  ,  329 815,57.3
General Escobedo,  267 417,  ,  ,  
   Seguro,  ,  ,  147 885,55.3
   Inseguro,  ,  ,  114 346,42.8
San Nicolás de los Garza,  400 412,  ,  ,  
   Seguro,  ,  ,  235 233,58.7
   Inseguro,  ,  ,  160 408,40.1
Santa Catarina,  220 887,  ,  ,  
   Seguro,  ,  ,  87 898,39.8
   Inseguro,  ,  ,  130 725,59.2
  ,  ,  ,  ,  
Oaxaca,  ,  ,  ,  
Oaxaca de Juárez,  407 222,  ,  ,  
   Seguro,  ,  ,  59 767,14.7
   Inseguro,  ,  ,  347 455,85.3
  ,  ,  ,  ,  
Puebla,  ,  ,  ,  
Heroica Puebla de Zaragoza, 1 552 228,  ,  ,  
   Seguro,  ,  ,  342 208,22.0
   Inseguro,  ,  , 1 203 885,77.6
  ,  ,  ,  ,  
Querétaro,  ,  ,  ,  
Querétaro ,  647 565,  ,  ,  
   Seguro,  ,  ,  235 876,36.4
   Inseguro,  ,  ,  411 689,63.6
  ,  ,  ,  ,  
Quintana Roo,  ,  ,  ,  
Cancún,  556 560,  ,  ,  
   Seguro,  ,  ,  31 948,5.7
   Inseguro,  ,  ,  523 962,94.1
  ,  ,  ,  ,  
San Luis Potosí,  ,  ,  ,  
San Luis Potosí ,  733 510,  ,  ,  
   Seguro,  ,  ,  98 394,13.4
   Inseguro,  ,  ,  635 116,86.6
  ,  ,  ,  ,  
Sinaloa,  ,  ,  ,  
Culiacán Rosales,  510 151,  ,  ,  
   Seguro,  ,  ,  130 313,25.5
   Inseguro,  ,  ,  379 111,74.3
Mazatlán,  299 517,  ,  ,  
   Seguro,  ,  ,  130 030,43.4
   Inseguro,  ,  ,  169 487,56.6
Los Mochis,  206 380,  ,  ,  
   Seguro,  ,  ,  95 758,46.4
   Inseguro,  ,  ,  110 622,53.6
  ,  ,  ,  ,  
Sonora,  ,  ,  ,  
Hermosillo,  590 623,  ,  ,  
   Seguro,  ,  ,  170 777,28.9
   Inseguro,  ,  ,  419 846,71.1
Nogales,  163 166,  ,  ,  
   Seguro,  ,  ,  60 096,36.8
   Inseguro,  ,  ,  103 070,63.2
  ,  ,  ,  ,  
Tabasco,  ,  ,  ,  
Villahermosa,  315 945,  ,  ,  
   Seguro,  ,  ,  18 283,5.8
   Inseguro,  ,  ,  292 704,92.6
  ,  ,  ,  ,  
Tamaulipas,  ,  ,  ,  
Tampico,  597 226,  ,  ,  
   Seguro,  ,  ,  318 656,53.4
   Inseguro,  ,  ,  276 159,46.2
Reynosa,  451 193,  ,  ,  
   Seguro,  ,  ,  12 850,2.8
   Inseguro,  ,  ,  438 343,97.2
Nuevo Laredo,  275 489,  ,  ,  
   Seguro,  ,  ,  61 138,22.2
   Inseguro,  ,  ,  214 351,77.8
  ,  ,  ,  ,  
Tlaxcala,  ,  ,  ,  
Tlaxcala de Xicohténcatl,  504 305,  ,  ,  
   Seguro,  ,  ,  191 999,38.1
   Inseguro,  ,  ,  312 306,61.9
  ,  ,  ,  ,  
Veracruz de Ignacio de la Llave,  ,  ,  ,  
Veracruz,  536 302,  ,  ,  
   Seguro,  ,  ,  142 149,26.5
   Inseguro,  ,  ,  394 153,73.5
Coatzacoalcos,  214 405,  ,  ,  
   Seguro,  ,  ,  17 285,8.1
   Inseguro,  ,  ,  197 120,91.9
  ,  ,  ,  ,  
Yucatán,  ,  ,  ,  
Mérida,  760 270,  ,  ,  
   Seguro,  ,  ,  487 603,64.1
   Inseguro,  ,  ,  272 667,35.9
  ,  ,  ,  ,  
Zacatecas,  ,  ,  ,  
Zacatecas ,  182 233,  ,  ,  
   Seguro,  ,  ,  34 080,18.7
   Inseguro,  ,  ,  148 153,81.3
Fresnillo,  84 850,  ,  ,  
   Seguro,  ,  ,  3 582,4.2
   Inseguro,  ,  ,  81 268,95.8
