Estados Unidos Mexicanos,44 426 718,,,
Seguro,,,16 744 627,37.7
Inseguro,,,27 567 888,62.1
,,,,
Aguascalientes,,,,
Aguascalientes,669 738,,,
Seguro,,,379 807,56.7
Inseguro,,,289 931,43.3
,,,,
Baja California,,,,
Mexicali,647 179,,,
Seguro,,,189 275,29.2
Inseguro,,,450 753,69.6
Tijuana,1 272 315,,,
Seguro,,,369 048,29
Inseguro,,,903 267,71
,,,,
Baja California Sur,,,,
La Paz,221 488,,,
Seguro,,,148 374,67
Inseguro,,,73 114,33
Los Cabos1,133 752,,,
Seguro,,,101 883,76.2
Inseguro,,,30 335,22.7
,,,,
Campeche,,,,
San Francisco de Campeche,195 276,,,
Seguro,,,72 297,37
Inseguro,,,122 979,63
Ciudad del Carmen,145 914,,,
Seguro,,,55 389,38
Inseguro,,,89 965,61.7
,,,,
Coahuila de Zaragoza,,,,
Saltillo,651 653,,,
Seguro,,,496 081,76.1
Inseguro,,,155 572,23.9
La Laguna2,838 525,,,
Seguro,,,463 924,55.3
Inseguro,,,374 601,44.7
Piedras Negras,123 238,,,
Seguro,,,98 762,80.1
Inseguro,,,24 476,19.9
,,,,
Colima,,,,
Colima,227 058,,,
Seguro,,,32 526,14.3
Inseguro,,,194 532,85.7
Manzanillo,109 829,,,
Seguro,,,33 603,30.6
Inseguro,,,76 226,69.4
,,,,
Chiapas,,,,
Tuxtla Gutiérrez,502 183,,,
Seguro,,,140 565,28
Inseguro,,,360 023,71.7
Tapachula,177 588,,,
Seguro,,,31 873,17.9
Inseguro,,,145 715,82.1
,,,,
Chihuahua,,,,
Chihuahua,656 133,,,
Seguro,,,271 163,41.3
Inseguro,,,384 970,58.7
Juárez,1 015 824,,,
Seguro,,,283 070,27.9
Inseguro,,,732 754,72.1
,,,,
Ciudad de México,,,,
Región Norte,,,,
Gustavo A. Madero,1 001 424,,,
Seguro,,,388 225,38.8
Inseguro,,,611 451,61.1
Iztacalco,334 960,,,
Seguro,,,96 810,28.9
Inseguro,,,234 756,70.1
Venustiano Carranza,360 102,,,
Seguro,,,211 749,58.8
Inseguro,,,148 353,41.2
Región Sur,,,,
Benito Juárez,366 704,,,
