Estados Unidos Mexicanos,36 414 472,,,
   Seguro,,,8 717 616,23.9
   Inseguro,,,27 655 131,75.9
  ,,,,
Aguascalientes,,,,
Aguascalientes , 561 434,,,
   Seguro,,, 232 445,41.4
   Inseguro,,, 328 989,58.6
  ,,,,
Baja California,,,,
Mexicali, 572 217,,,
   Seguro,,, 113 188,19.8
   Inseguro,,, 459 029,80.2
Tijuana,1 076 823,,,
   Seguro,,, 217 906,20.2
   Inseguro,,, 858 917,79.8
  ,,,,
Baja California Sur,,,,
La Paz, 198 421,,,
   Seguro,,, 27 953,14.1
   Inseguro,,, 169 896,85.6
Los Cabos1, 127 018,,,
   Seguro,,, 38 534,30.3
   Inseguro,,, 88 484,69.7
  ,,,,
Campeche,,,,
San Francisco de Campeche, 176 075,,,
   Seguro,,, 94 097,53.4
   Inseguro,,, 81 978,46.6
Ciudad del Carmen, 139 467,,,
   Seguro,,, 30 517,21.9
   Inseguro,,, 108 950,78.1
  ,,,,
Coahuila de Zaragoza,,,,
Saltillo, 574 108,,,
   Seguro,,, 364 048,63.4
   Inseguro,,, 210 060,36.6
La Laguna2, 782 369,,,
   Seguro,,, 367 100,46.9
   Inseguro,,, 412 319,52.7
Piedras Negras, 110 942,,,
   Seguro,,, 65 342,58.9
   Inseguro,,, 45 600,41.1
  ,,,,
Colima,,,,
Colima , 203 118,,,
   Seguro,,, 45 659,22.5
   Inseguro,,, 157 112,77.4
Manzanillo, 103 503,,,
   Seguro,,, 31 225,30.2
   Inseguro,,, 72 278,69.8
  ,,,,
Chiapas,,,,
Tuxtla Gutiérrez, 459 828,,,
   Seguro,,, 103 798,22.6
   Inseguro,,, 356 030,77.4
Tapachula, 162 998,,,
   Seguro,,, 17 692,10.9
   Inseguro,,, 145 306,89.1
  ,,,,
Chihuahua,,,,
Chihuahua , 619 703,,,
   Seguro,,, 131 303,21.2
   Inseguro,,, 485 843,78.4
Juárez, 928 187,,,
   Seguro,,, 227 854,24.5
   Inseguro,,, 700 333,75.5
  ,,,,
Ciudad de México,,,,
Norte3,1 567 636,,,
   Seguro,,, 102 305,6.5
   Inseguro,,,1 452 968,92.7
Sur4,1 509 662,,,
   Seguro,,, 166 378,11.0
   Inseguro,,,1 343 284,89.0
Oriente5,1 988 087,,,
   Seguro,,, 171 477,8.6
   Inseguro,,,1 816 610,91.4
Poniente6,1 743 913,,,
   Seguro,,, 171 377,9.8
   Inseguro,,,1 572 536,90.2
  ,,,,
Durango,,,,
Durango , 373 326,,,
   Seguro,,, 177 978,47.7
   Inseguro,,, 195 348,52.3
La Laguna2, 782 369,,,
   Seguro,,, 367 100,46.9
   Inseguro,,, 412 319,52.7
  ,,,,
Guanajuato,,,,
León de los Aldama, 981 674,,,
   Seguro,,, 220 529,22.5
   Inseguro,,, 756 479,77.1
Guanajuato , 83 069,,,
   Seguro,,, 32 707,39.4
   Inseguro,,, 50 362,60.6
  ,,,,
Guerrero,,,,
Acapulco de Juárez, 493 269,,,
   Seguro,,, 79 894,16.2
   Inseguro,,, 413 375,83.8
Chilpancingo de los Bravo, 134 988,,,
   Seguro,,, 6 266,4.6
   Inseguro,,, 128 722,95.4
Ixtapa-Zihuatanejo, 69 325,,,
   Seguro,,, 14 973,21.6
   Inseguro,,, 54 352,78.4
  ,,,,
Hidalgo,,,,
Pachuca de Soto, 280 295,,,
   Seguro,,, 102 689,36.6
   Inseguro,,, 177 606,63.4
  ,,,,
Jalisco,,,,
Guadalajara,2 880 845,,,
   Seguro,,, 819 710,28.5
   Inseguro,,,2 061 135,71.5
Puerto Vallarta, 161 548,,,
   Seguro,,, 110 628,68.5
   Inseguro,,, 50 920,31.5
  ,,,,
Estado de México,,,,
Toluca de Lerdo, 899 283,,,
   Seguro,,, 155 866,17.3
   Inseguro,,, 741 408,82.4
Ecatepec de Morelos,1 457 346,,,
   Seguro,,, 194 964,13.4
   Inseguro,,,1 262 382,86.6
Ciudad Nezahualcóyotl, 967 064,,,
   Seguro,,, 191 192,19.8
   Inseguro,,, 774 986,80.1
  ,,,,
Michoacán de Ocampo,,,,
Morelia, 491 667,,,
   Seguro,,, 129 599,26.4
   Inseguro,,, 362 068,73.6
Uruapan, 194 302,,,
   Seguro,,, 25 498,13.1
   Inseguro,,, 167 615,86.3
Lázaro Cárdenas, 99 944,,,
   Seguro,,, 20 985,21.0
