Estados Unidos Mexicanos,  40 997 064,,,
Seguro,,, 10 744 364,26.2
Inseguro,,, 30 088 992,73.4
,,,,
Aguascalientes,,,,
Aguascalientes ,  588 818,,,
Seguro,,,  233 126,39.6
Inseguro,,,  353 793,60.1
,,,,
Baja California,,,,
Mexicali,  590 325,,,
Seguro,,,  226 843,38.4
Inseguro,,,  363 482,61.6
Tijuana, 1 134 276,,,
Seguro,,,  163 405,14.4
Inseguro,,,  970 871,85.6
,,,,
Baja California Sur,,,,
La Paz,  215 947,,,
Seguro,,,  120 365,55.7
Inseguro,,,  91 432,42.3
Los Cabos1,  133 582,,,
Seguro,,,  78 141,58.5
Inseguro,,,  53 014,39.7
,,,,
Campeche,,,,
San Francisco de Campeche,  194 734,,,
Seguro,,,  109 408,56.2
Inseguro,,,  83 996,43.1
Ciudad del Carmen,  141 727,,,
Seguro,,,  32 222,22.7
Inseguro,,,  108 911,76.8
,,,,
Coahuila de Zaragoza,,,,
Saltillo,  607 872,,,
Seguro,,,  391 941,64.5
Inseguro,,,  215 931,35.5
La Laguna2,  766 349,,,
Seguro,,,  376 899,49.2
Inseguro,,,  389 450,50.8
Piedras Negras,  114 149,,,
Seguro,,,  67 620,59.2
Inseguro,,,  46 529,40.8
,,,,
Colima,,,,
Colima ,  217 280,,,
Seguro,,,  68 670,31.6
Inseguro,,,  147 755,68.0
Manzanillo,  110 576,,,
Seguro,,,  35 393,32.0
Inseguro,,,  75 007,67.8
,,,,
Chiapas,,,,
Tuxtla Gutiérrez,  496 894,,,
Seguro,,,  124 651,25.1
Inseguro,,,  370 187,74.5
Tapachula,  179 437,,,
Seguro,,,  24 112,13.4
Inseguro,,,  155 325,86.6
,,,,
Chihuahua,,,,
Chihuahua ,  648 047,,,
Seguro,,,  198 242,30.6
Inseguro,,,  449 805,69.4
Juárez, 1 034 040,,,
Seguro,,,  182 873,17.7
Inseguro,,,  851 167,82.3
,,,,
Ciudad de México,,,,
Región Norte,,,,
Gustavo A. Madero,  927 734,,,
Seguro,,,  189 229,20.4
Inseguro,,,  734 592,79.2
Iztacalco,  314 361,,,
Seguro,,,  49 658,15.8
Inseguro,,,  263 590,83.8
Venustiano Carranza,  342 088,,,
Seguro,,,  127 689,37.3
Inseguro,,,  213 904,62.5
Región Sur,,,,
Benito Juárez,  335 399,,,
Seguro,,,  170 973,51.0
Inseguro,,,  164 426,49.0
Coyoacán,  510 110,,,
Seguro,,,  162 459,31.8
Inseguro,,,  347 651,68.2
La Magdalena Contreras,  182 772,,,
Seguro,,,  42 583,23.3
Inseguro,,,  140 189,76.7
Tlalpan,  493 135,,,
Seguro,,,  95 943,19.5
Inseguro,,,  397 192,80.5
Región Oriente,,,,
Iztapalapa, 1 378 116,,,
Seguro,,,  109 431,7.9
Inseguro,,, 1 258 692,91.3
Milpa Alta,  83 377,,,
Seguro,,,  19 483,23.4
Inseguro,,,  62 849,75.4
Tláhuac,  264 701,,,
Seguro,,,  33 262,12.6
Inseguro,,,  227 941,86.1
Xochimilco,  303 292,,,
Seguro,,,  62 881,20.7
Inseguro,,,  240 411,79.3
Región Poniente,,,,
Álvaro Obregón,  599 336,,,
Seguro,,,  112 377,18.8
Inseguro,,,  483 283,80.6
Azcapotzalco,  331 408,,,
Seguro,,,  65 059,19.6
Inseguro,,,  265 389,80.1
Cuajimalpa de Morelos,  138 976,,,
Seguro,,,  72 575,52.2
Inseguro,,,  66 083,47.5
Cuauhtémoc,  436 195,,,
Seguro,,,  135 167,31.0
Inseguro,,,  298 739,68.5
Miguel Hidalgo,  309 737,,,
Seguro,,,  102 296,33.0
Inseguro,,,  204 807,66.1
,,,,
Durango,,,,
Durango ,  404 215,,,
Seguro,,,  225 556,55.8
Inseguro,,,  176 354,43.6
La Laguna2,  766 349,,,
Seguro,,,  376 899,49.2
Inseguro,,,  389 450,50.8
,,,,
Guanajuato,,,,
León de los Aldama, 1 092 232,,,
Seguro,,,  114 077,10.4
Inseguro,,,  978 155,89.6
Guanajuato ,  88 380,,,
Seguro,,,  18 166,20.6
Inseguro,,,  70 214,79.4
,,,,
Guerrero,,,,
Acapulco de Juárez,  528 164,,,
Seguro,,,  94 731,17.9
Inseguro,,,  430 385,81.5
Chilpancingo de los Bravo,  139 641,,,
Seguro,,,  12 143,8.7
Inseguro,,,  126 083,90.3
Ixtapa-Zihuatanejo,  71 705,,,
Seguro,,,  14 457,20.2
Inseguro,,,  57 032,79.5
,,,,
Hidalgo,,,,
Pachuca de Soto,  292 807,,,
